city,area_type,time_slot,traffic_level,avg_delay_minutes,risk_weight
Kolkata,OLD_CITY,EVENING,MEDIUM,41,0.5
Pune,URBAN,AFTERNOON,LOW,32,0.34
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,59,0.59
Chennai,URBAN,AFTERNOON,MEDIUM,18,0.94
Chennai,URBAN,MORNING,LOW,11,0.59
Bengaluru,OLD_CITY,EVENING,MEDIUM,33,0.15
Delhi,OLD_CITY,AFTERNOON,HIGH,1,0.8
Delhi,OLD_CITY,AFTERNOON,MEDIUM,85,0.64
Mumbai,OLD_CITY,MORNING,HIGH,16,0.62
Pune,OLD_CITY,AFTERNOON,LOW,70,0.63
Kolkata,URBAN,MORNING,MEDIUM,68,0.97
Chennai,OLD_CITY,AFTERNOON,MEDIUM,20,0.28
Bengaluru,URBAN,AFTERNOON,MEDIUM,69,0.26
Hyderabad,URBAN,MORNING,HIGH,73,0.42
Delhi,OLD_CITY,MORNING,LOW,81,0.85
Mumbai,URBAN,MORNING,HIGH,81,0.28
Mumbai,URBAN,AFTERNOON,MEDIUM,55,0.33
Pune,OLD_CITY,MORNING,HIGH,22,0.16
Kolkata,URBAN,AFTERNOON,HIGH,66,0.25
Pune,URBAN,EVENING,MEDIUM,62,0.62
Chennai,OLD_CITY,EVENING,MEDIUM,77,0.26
Hyderabad,OLD_CITY,MORNING,LOW,39,0.89
Pune,URBAN,MORNING,HIGH,34,0.87
Chennai,OLD_CITY,EVENING,MEDIUM,51,0.37
Hyderabad,OLD_CITY,MORNING,HIGH,69,0.29
Kolkata,OLD_CITY,AFTERNOON,HIGH,25,0.61
Delhi,URBAN,MORNING,HIGH,76,0.85
Kolkata,OLD_CITY,MORNING,MEDIUM,33,0.97
Kolkata,OLD_CITY,EVENING,MEDIUM,72,0.25
Chennai,OLD_CITY,MORNING,HIGH,37,0.15
Mumbai,OLD_CITY,AFTERNOON,HIGH,72,0.14
Kolkata,URBAN,AFTERNOON,MEDIUM,16,0.56
Kolkata,URBAN,MORNING,LOW,10,0.84
Chennai,URBAN,MORNING,HIGH,19,0.45
Delhi,OLD_CITY,AFTERNOON,HIGH,74,0.87
Hyderabad,OLD_CITY,MORNING,LOW,24,0.52
Kolkata,URBAN,MORNING,LOW,62,0.94
Hyderabad,URBAN,AFTERNOON,LOW,65,0.84
Pune,OLD_CITY,AFTERNOON,MEDIUM,85,0.46
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,24,0.29
Chennai,OLD_CITY,AFTERNOON,LOW,4,0.12
Chennai,URBAN,AFTERNOON,MEDIUM,2,0.97
Delhi,OLD_CITY,MORNING,LOW,64,0.91
Chennai,OLD_CITY,AFTERNOON,LOW,13,0.19
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,45,0.53
Delhi,URBAN,AFTERNOON,HIGH,41,0.99
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,70,0.62
Bengaluru,URBAN,MORNING,HIGH,42,0.53
Chennai,URBAN,AFTERNOON,MEDIUM,32,0.2
Pune,OLD_CITY,AFTERNOON,MEDIUM,50,0.62
Delhi,OLD_CITY,EVENING,LOW,17,0.58
Kolkata,URBAN,AFTERNOON,MEDIUM,68,0.71
Kolkata,OLD_CITY,MORNING,MEDIUM,10,0.84
Chennai,OLD_CITY,AFTERNOON,MEDIUM,25,0.99
Mumbai,OLD_CITY,MORNING,HIGH,40,0.22
Mumbai,URBAN,MORNING,HIGH,59,0.87
Hyderabad,URBAN,MORNING,LOW,73,0.61
Bengaluru,URBAN,EVENING,LOW,5,0.21
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,1,0.96
Mumbai,OLD_CITY,EVENING,HIGH,7,0.83
Hyderabad,URBAN,EVENING,HIGH,57,0.91
Mumbai,OLD_CITY,AFTERNOON,HIGH,33,0.99
Bengaluru,URBAN,AFTERNOON,MEDIUM,74,0.73
Pune,OLD_CITY,AFTERNOON,MEDIUM,77,0.37
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,42,0.92
Delhi,URBAN,EVENING,LOW,41,0.97
Delhi,OLD_CITY,AFTERNOON,MEDIUM,64,0.32
Kolkata,OLD_CITY,EVENING,HIGH,64,0.45
Mumbai,URBAN,AFTERNOON,LOW,54,0.68
Bengaluru,OLD_CITY,EVENING,MEDIUM,37,0.85
Pune,URBAN,MORNING,MEDIUM,8,0.94
Kolkata,URBAN,EVENING,HIGH,42,0.38
Delhi,OLD_CITY,MORNING,MEDIUM,11,0.69
Pune,URBAN,MORNING,HIGH,45,0.8
Bengaluru,URBAN,EVENING,MEDIUM,31,0.59
Delhi,OLD_CITY,EVENING,MEDIUM,13,0.19
Bengaluru,URBAN,EVENING,HIGH,85,0.68
Mumbai,URBAN,MORNING,HIGH,68,0.92
Mumbai,OLD_CITY,MORNING,LOW,47,0.14
Pune,OLD_CITY,MORNING,MEDIUM,25,0.23
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,71,0.58
Hyderabad,URBAN,AFTERNOON,LOW,29,0.99
Pune,OLD_CITY,AFTERNOON,MEDIUM,84,0.43
Bengaluru,URBAN,MORNING,HIGH,64,0.73
Pune,URBAN,AFTERNOON,LOW,17,0.39
Mumbai,URBAN,EVENING,HIGH,55,0.11
Hyderabad,URBAN,MORNING,HIGH,86,0.81
Mumbai,OLD_CITY,MORNING,HIGH,29,0.45
Chennai,OLD_CITY,AFTERNOON,MEDIUM,24,0.45
Hyderabad,URBAN,AFTERNOON,LOW,32,0.94
Mumbai,OLD_CITY,AFTERNOON,LOW,9,0.51
Chennai,OLD_CITY,AFTERNOON,LOW,60,0.62
Chennai,OLD_CITY,AFTERNOON,HIGH,29,0.19
Pune,URBAN,MORNING,MEDIUM,59,0.63
Chennai,OLD_CITY,EVENING,MEDIUM,22,0.46
Hyderabad,OLD_CITY,EVENING,HIGH,59,0.31
Hyderabad,OLD_CITY,AFTERNOON,HIGH,15,0.76
Hyderabad,OLD_CITY,AFTERNOON,LOW,46,0.41
Bengaluru,OLD_CITY,MORNING,HIGH,86,0.32
Bengaluru,OLD_CITY,EVENING,LOW,36,0.85
Delhi,OLD_CITY,MORNING,LOW,87,0.51
Mumbai,URBAN,MORNING,MEDIUM,20,0.23
Pune,OLD_CITY,AFTERNOON,MEDIUM,18,0.65
Hyderabad,URBAN,AFTERNOON,HIGH,49,0.77
Mumbai,URBAN,AFTERNOON,MEDIUM,39,0.97
Mumbai,OLD_CITY,MORNING,MEDIUM,69,0.41
Hyderabad,OLD_CITY,EVENING,LOW,41,0.34
Bengaluru,OLD_CITY,AFTERNOON,HIGH,48,0.91
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,86,0.24
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,36,0.62
Chennai,URBAN,MORNING,MEDIUM,73,1.0
Pune,OLD_CITY,MORNING,LOW,42,0.87
Bengaluru,URBAN,EVENING,LOW,50,0.77
Bengaluru,OLD_CITY,MORNING,HIGH,76,0.78
Bengaluru,URBAN,MORNING,MEDIUM,26,0.91
Pune,URBAN,EVENING,MEDIUM,3,0.63
Chennai,OLD_CITY,MORNING,MEDIUM,51,0.92
Hyderabad,URBAN,EVENING,LOW,72,0.71
Pune,OLD_CITY,AFTERNOON,LOW,0,0.23
Pune,URBAN,MORNING,MEDIUM,67,0.45
Kolkata,OLD_CITY,MORNING,HIGH,77,0.43
Mumbai,URBAN,MORNING,LOW,66,0.49
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,89,0.79
Mumbai,URBAN,MORNING,HIGH,5,0.48
Chennai,URBAN,AFTERNOON,MEDIUM,70,0.51
Delhi,OLD_CITY,AFTERNOON,LOW,62,0.67
Bengaluru,OLD_CITY,EVENING,HIGH,89,0.71
Hyderabad,URBAN,EVENING,HIGH,34,0.85
Mumbai,URBAN,EVENING,HIGH,85,0.34
Chennai,OLD_CITY,AFTERNOON,LOW,75,0.41
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,67,0.6
Delhi,OLD_CITY,EVENING,HIGH,78,0.9
Hyderabad,URBAN,AFTERNOON,MEDIUM,56,0.18
Chennai,OLD_CITY,MORNING,HIGH,44,0.73
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,26,0.95
Kolkata,OLD_CITY,EVENING,MEDIUM,28,0.86
Mumbai,URBAN,EVENING,LOW,0,0.25
Chennai,URBAN,EVENING,MEDIUM,74,0.89
Chennai,URBAN,MORNING,MEDIUM,59,0.33
Pune,URBAN,MORNING,LOW,28,0.61
Hyderabad,OLD_CITY,AFTERNOON,HIGH,0,0.67
Mumbai,URBAN,AFTERNOON,LOW,65,0.78
Delhi,URBAN,EVENING,LOW,73,0.17
Pune,OLD_CITY,EVENING,MEDIUM,28,0.43
Kolkata,URBAN,EVENING,MEDIUM,78,0.49
Kolkata,OLD_CITY,AFTERNOON,LOW,48,0.58
Hyderabad,OLD_CITY,MORNING,MEDIUM,52,0.31
Bengaluru,URBAN,AFTERNOON,MEDIUM,13,0.49
Mumbai,URBAN,MORNING,MEDIUM,40,0.54
Bengaluru,OLD_CITY,MORNING,LOW,84,0.7
Delhi,URBAN,AFTERNOON,MEDIUM,31,0.16
Hyderabad,OLD_CITY,MORNING,MEDIUM,49,0.98
Bengaluru,OLD_CITY,EVENING,MEDIUM,73,0.7
Hyderabad,URBAN,MORNING,MEDIUM,10,0.45
Pune,URBAN,AFTERNOON,LOW,31,0.52
Pune,URBAN,EVENING,LOW,36,0.86
Mumbai,URBAN,MORNING,LOW,57,0.47
Hyderabad,OLD_CITY,EVENING,LOW,31,0.39
Chennai,URBAN,AFTERNOON,LOW,78,0.13
Kolkata,URBAN,AFTERNOON,LOW,23,0.12
Chennai,OLD_CITY,AFTERNOON,MEDIUM,54,0.46
Mumbai,OLD_CITY,EVENING,MEDIUM,28,0.55
Bengaluru,OLD_CITY,MORNING,LOW,53,0.9
Bengaluru,OLD_CITY,MORNING,MEDIUM,89,0.22
Chennai,OLD_CITY,AFTERNOON,MEDIUM,77,0.4
Hyderabad,URBAN,AFTERNOON,MEDIUM,75,0.2
Mumbai,OLD_CITY,AFTERNOON,LOW,10,0.49
Mumbai,URBAN,AFTERNOON,MEDIUM,3,0.1
Kolkata,URBAN,EVENING,HIGH,67,0.52
Hyderabad,URBAN,EVENING,HIGH,61,0.29
Bengaluru,URBAN,EVENING,HIGH,73,0.54
Mumbai,URBAN,EVENING,HIGH,75,0.51
Mumbai,OLD_CITY,AFTERNOON,HIGH,57,0.92
Delhi,OLD_CITY,MORNING,MEDIUM,1,0.51
Delhi,OLD_CITY,MORNING,LOW,67,0.33
Delhi,URBAN,MORNING,MEDIUM,77,0.41
Pune,OLD_CITY,MORNING,MEDIUM,5,0.1
Chennai,URBAN,AFTERNOON,MEDIUM,12,0.95
Bengaluru,OLD_CITY,AFTERNOON,LOW,57,0.62
Bengaluru,URBAN,AFTERNOON,HIGH,5,0.14
Kolkata,URBAN,EVENING,HIGH,47,0.67
Delhi,OLD_CITY,AFTERNOON,LOW,16,0.65
Delhi,URBAN,EVENING,LOW,56,0.52
Bengaluru,URBAN,AFTERNOON,MEDIUM,63,0.39
Mumbai,URBAN,AFTERNOON,MEDIUM,13,0.16
Mumbai,URBAN,AFTERNOON,HIGH,42,0.6
Delhi,URBAN,EVENING,HIGH,51,0.47
Bengaluru,URBAN,AFTERNOON,LOW,76,0.34
Delhi,OLD_CITY,AFTERNOON,LOW,17,0.96
Delhi,OLD_CITY,MORNING,MEDIUM,2,0.85
Bengaluru,URBAN,AFTERNOON,HIGH,78,0.47
Pune,OLD_CITY,EVENING,LOW,43,0.57
Hyderabad,OLD_CITY,EVENING,LOW,65,0.92
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,10,0.22
Hyderabad,URBAN,AFTERNOON,MEDIUM,34,0.29
Kolkata,URBAN,AFTERNOON,MEDIUM,17,0.12
Delhi,OLD_CITY,EVENING,HIGH,47,0.68
Mumbai,OLD_CITY,EVENING,MEDIUM,56,0.24
Delhi,URBAN,EVENING,HIGH,85,0.34
Delhi,OLD_CITY,AFTERNOON,HIGH,89,0.55
Mumbai,URBAN,MORNING,LOW,13,0.39
Mumbai,URBAN,MORNING,MEDIUM,55,0.59
Chennai,URBAN,EVENING,LOW,72,0.39
Delhi,URBAN,EVENING,MEDIUM,82,0.82
Kolkata,URBAN,MORNING,LOW,5,0.6
Delhi,URBAN,MORNING,MEDIUM,41,0.22
Chennai,OLD_CITY,AFTERNOON,MEDIUM,29,0.28
Delhi,URBAN,MORNING,LOW,36,0.53
Delhi,OLD_CITY,AFTERNOON,HIGH,49,0.44
Chennai,URBAN,MORNING,MEDIUM,47,0.35
Bengaluru,URBAN,MORNING,HIGH,17,0.47
Chennai,URBAN,EVENING,LOW,34,0.89
Delhi,OLD_CITY,EVENING,MEDIUM,85,0.18
Kolkata,OLD_CITY,MORNING,MEDIUM,28,0.71
Hyderabad,OLD_CITY,MORNING,LOW,71,0.57
Chennai,URBAN,MORNING,HIGH,56,0.89
Pune,OLD_CITY,EVENING,LOW,22,0.78
Delhi,OLD_CITY,AFTERNOON,LOW,64,0.19
Chennai,URBAN,MORNING,LOW,68,0.72
Delhi,OLD_CITY,EVENING,MEDIUM,13,0.27
Pune,OLD_CITY,EVENING,MEDIUM,56,0.45
Kolkata,URBAN,EVENING,HIGH,53,0.97
Hyderabad,OLD_CITY,EVENING,MEDIUM,39,0.8
Delhi,URBAN,EVENING,LOW,53,0.44
Bengaluru,URBAN,AFTERNOON,MEDIUM,25,0.9
Pune,URBAN,MORNING,MEDIUM,65,0.99
Hyderabad,OLD_CITY,AFTERNOON,LOW,84,0.96
Hyderabad,URBAN,EVENING,HIGH,86,0.51
Bengaluru,URBAN,EVENING,LOW,9,0.57
Pune,OLD_CITY,MORNING,HIGH,54,0.34
Bengaluru,URBAN,AFTERNOON,MEDIUM,29,0.27
Kolkata,OLD_CITY,MORNING,LOW,53,0.73
Pune,URBAN,MORNING,HIGH,42,0.92
Mumbai,OLD_CITY,MORNING,HIGH,4,0.47
Pune,OLD_CITY,AFTERNOON,LOW,45,0.11
Hyderabad,OLD_CITY,MORNING,MEDIUM,62,0.91
Chennai,OLD_CITY,AFTERNOON,HIGH,63,0.62
Hyderabad,OLD_CITY,MORNING,MEDIUM,32,0.32
Chennai,OLD_CITY,AFTERNOON,LOW,21,0.71
Pune,OLD_CITY,EVENING,MEDIUM,3,0.35
Delhi,URBAN,EVENING,MEDIUM,2,0.39
Bengaluru,OLD_CITY,MORNING,MEDIUM,48,0.46
Delhi,OLD_CITY,EVENING,MEDIUM,17,0.31
Bengaluru,OLD_CITY,EVENING,HIGH,85,0.67
Mumbai,OLD_CITY,AFTERNOON,HIGH,33,0.75
Kolkata,OLD_CITY,MORNING,MEDIUM,78,0.58
Bengaluru,URBAN,MORNING,LOW,88,0.98
Mumbai,OLD_CITY,MORNING,MEDIUM,4,0.98
Mumbai,URBAN,MORNING,HIGH,71,0.86
Pune,URBAN,EVENING,LOW,7,0.12
Chennai,URBAN,EVENING,LOW,32,0.6
Chennai,OLD_CITY,AFTERNOON,LOW,24,0.86
Delhi,OLD_CITY,AFTERNOON,LOW,88,0.6
Bengaluru,URBAN,AFTERNOON,MEDIUM,1,0.48
Delhi,URBAN,EVENING,LOW,60,0.25
Hyderabad,OLD_CITY,MORNING,HIGH,17,0.66
Chennai,URBAN,EVENING,MEDIUM,1,0.76
Bengaluru,URBAN,AFTERNOON,HIGH,32,0.53
Hyderabad,URBAN,MORNING,HIGH,39,0.59
Bengaluru,OLD_CITY,EVENING,LOW,30,0.52
Pune,URBAN,EVENING,HIGH,39,0.74
Chennai,URBAN,EVENING,LOW,39,0.46
Mumbai,OLD_CITY,MORNING,MEDIUM,38,0.5
Delhi,OLD_CITY,MORNING,HIGH,52,0.68
Hyderabad,URBAN,AFTERNOON,LOW,80,0.14
Bengaluru,OLD_CITY,MORNING,HIGH,11,0.5
Hyderabad,URBAN,AFTERNOON,MEDIUM,58,0.58
Pune,OLD_CITY,EVENING,MEDIUM,84,0.61
Bengaluru,URBAN,EVENING,MEDIUM,42,0.28
Mumbai,URBAN,EVENING,MEDIUM,34,0.59
Hyderabad,OLD_CITY,AFTERNOON,LOW,7,0.51
Kolkata,OLD_CITY,MORNING,HIGH,58,0.82
Bengaluru,URBAN,MORNING,LOW,8,0.71
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,88,0.51
Delhi,OLD_CITY,AFTERNOON,LOW,86,0.33
Hyderabad,OLD_CITY,MORNING,HIGH,74,0.41
Pune,OLD_CITY,AFTERNOON,LOW,2,0.18
Kolkata,OLD_CITY,MORNING,MEDIUM,24,0.27
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,60,0.41
Mumbai,OLD_CITY,MORNING,MEDIUM,11,0.32
Pune,OLD_CITY,MORNING,HIGH,23,0.12
Mumbai,URBAN,EVENING,HIGH,73,0.5
Hyderabad,URBAN,AFTERNOON,MEDIUM,39,0.75
Chennai,URBAN,EVENING,HIGH,83,0.84
Bengaluru,OLD_CITY,AFTERNOON,HIGH,43,0.73
Chennai,URBAN,AFTERNOON,HIGH,22,0.81
Kolkata,OLD_CITY,EVENING,MEDIUM,23,0.18
Hyderabad,OLD_CITY,MORNING,MEDIUM,75,0.18
Bengaluru,OLD_CITY,AFTERNOON,HIGH,62,0.93
Delhi,OLD_CITY,MORNING,MEDIUM,10,0.71
Mumbai,OLD_CITY,AFTERNOON,HIGH,22,0.18
Delhi,OLD_CITY,MORNING,MEDIUM,45,0.75
Delhi,OLD_CITY,AFTERNOON,LOW,69,0.23
Mumbai,URBAN,EVENING,LOW,54,0.21
Kolkata,OLD_CITY,MORNING,HIGH,73,0.15
Pune,OLD_CITY,MORNING,HIGH,59,0.84
Mumbai,URBAN,AFTERNOON,MEDIUM,60,0.79
Bengaluru,OLD_CITY,EVENING,HIGH,69,0.57
Delhi,URBAN,EVENING,HIGH,27,0.89
Delhi,OLD_CITY,AFTERNOON,LOW,3,0.35
Pune,URBAN,AFTERNOON,LOW,6,0.38
Pune,OLD_CITY,EVENING,HIGH,79,0.97
Hyderabad,URBAN,AFTERNOON,MEDIUM,83,0.89
Hyderabad,URBAN,EVENING,HIGH,32,0.5
Chennai,URBAN,AFTERNOON,LOW,54,0.97
Kolkata,URBAN,AFTERNOON,HIGH,5,0.11
Pune,URBAN,AFTERNOON,LOW,87,0.99
Mumbai,URBAN,AFTERNOON,HIGH,62,0.18
Delhi,OLD_CITY,MORNING,HIGH,18,0.45
Pune,URBAN,EVENING,MEDIUM,53,0.47
Pune,URBAN,MORNING,LOW,22,0.83
Delhi,OLD_CITY,AFTERNOON,MEDIUM,31,0.56
Hyderabad,OLD_CITY,MORNING,MEDIUM,14,0.35
Hyderabad,OLD_CITY,EVENING,MEDIUM,6,0.13
Chennai,OLD_CITY,MORNING,MEDIUM,73,0.34
Hyderabad,URBAN,MORNING,LOW,35,0.35
Bengaluru,OLD_CITY,MORNING,LOW,20,0.16
Pune,OLD_CITY,AFTERNOON,HIGH,84,0.62
Delhi,OLD_CITY,EVENING,MEDIUM,87,0.13
Chennai,OLD_CITY,AFTERNOON,LOW,29,0.87
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,33,0.63
Hyderabad,OLD_CITY,EVENING,HIGH,26,0.37
Kolkata,OLD_CITY,MORNING,HIGH,33,0.38
Chennai,URBAN,EVENING,MEDIUM,85,0.32
Mumbai,URBAN,AFTERNOON,MEDIUM,21,0.84
Delhi,OLD_CITY,MORNING,LOW,19,0.94
Chennai,OLD_CITY,AFTERNOON,HIGH,2,0.81
Bengaluru,URBAN,MORNING,MEDIUM,0,0.89
Bengaluru,OLD_CITY,MORNING,HIGH,89,0.18
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,77,0.21
Chennai,URBAN,EVENING,HIGH,68,0.38
Delhi,OLD_CITY,MORNING,LOW,6,0.43
Bengaluru,OLD_CITY,EVENING,HIGH,44,0.3
Mumbai,OLD_CITY,AFTERNOON,MEDIUM,12,0.86
Mumbai,URBAN,AFTERNOON,MEDIUM,62,0.59
Mumbai,OLD_CITY,MORNING,MEDIUM,39,0.56
Chennai,OLD_CITY,MORNING,MEDIUM,53,0.17
Bengaluru,URBAN,EVENING,MEDIUM,2,0.82
Delhi,OLD_CITY,EVENING,MEDIUM,40,0.48
Chennai,OLD_CITY,EVENING,HIGH,73,0.5
Chennai,URBAN,AFTERNOON,MEDIUM,46,0.81
Delhi,OLD_CITY,MORNING,LOW,64,0.77
Bengaluru,URBAN,AFTERNOON,HIGH,14,0.27
Kolkata,OLD_CITY,AFTERNOON,HIGH,1,0.23
Pune,OLD_CITY,MORNING,LOW,75,0.17
Bengaluru,OLD_CITY,EVENING,MEDIUM,28,0.17
Delhi,URBAN,MORNING,HIGH,51,0.86
Mumbai,URBAN,AFTERNOON,MEDIUM,45,0.13
Hyderabad,URBAN,MORNING,HIGH,20,0.78
Kolkata,OLD_CITY,MORNING,HIGH,68,0.2
Chennai,URBAN,AFTERNOON,HIGH,10,0.17
Bengaluru,URBAN,MORNING,MEDIUM,23,0.99
Mumbai,OLD_CITY,EVENING,MEDIUM,82,0.51
Chennai,OLD_CITY,AFTERNOON,MEDIUM,77,0.23
Delhi,URBAN,EVENING,HIGH,28,0.44
Chennai,URBAN,MORNING,HIGH,1,0.81
Kolkata,OLD_CITY,EVENING,LOW,74,0.98
Pune,URBAN,EVENING,LOW,69,0.75
Kolkata,OLD_CITY,MORNING,LOW,88,0.93
Pune,URBAN,EVENING,MEDIUM,10,0.13
Delhi,OLD_CITY,MORNING,HIGH,34,0.41
Delhi,OLD_CITY,AFTERNOON,HIGH,88,0.67
Delhi,OLD_CITY,MORNING,HIGH,6,0.27
Delhi,URBAN,MORNING,LOW,63,0.85
Chennai,OLD_CITY,MORNING,LOW,5,0.19
Delhi,URBAN,EVENING,LOW,79,0.59
Hyderabad,OLD_CITY,AFTERNOON,MEDIUM,20,0.63
Hyderabad,URBAN,EVENING,LOW,78,0.9
Kolkata,OLD_CITY,AFTERNOON,MEDIUM,61,0.68
Hyderabad,OLD_CITY,AFTERNOON,HIGH,7,0.41
Mumbai,OLD_CITY,MORNING,MEDIUM,43,0.35
Chennai,URBAN,AFTERNOON,MEDIUM,23,0.89
Chennai,URBAN,EVENING,LOW,45,0.75
Bengaluru,URBAN,AFTERNOON,LOW,29,0.24
Chennai,OLD_CITY,AFTERNOON,MEDIUM,51,0.34
Hyderabad,URBAN,AFTERNOON,MEDIUM,55,0.21
Pune,OLD_CITY,AFTERNOON,MEDIUM,30,0.97
Pune,URBAN,MORNING,HIGH,35,0.84
Bengaluru,URBAN,MORNING,LOW,22,0.69
Bengaluru,URBAN,MORNING,LOW,87,0.7
Mumbai,OLD_CITY,AFTERNOON,HIGH,13,0.84
Mumbai,OLD_CITY,MORNING,MEDIUM,2,0.53
Delhi,URBAN,MORNING,MEDIUM,1,0.86
Chennai,OLD_CITY,MORNING,HIGH,15,0.29
Chennai,URBAN,MORNING,HIGH,11,0.29
Pune,OLD_CITY,EVENING,MEDIUM,89,0.55
Delhi,URBAN,MORNING,LOW,85,0.71
Chennai,URBAN,EVENING,LOW,80,0.27
Pune,OLD_CITY,EVENING,MEDIUM,0,0.74
Delhi,OLD_CITY,EVENING,HIGH,35,0.22
Mumbai,OLD_CITY,EVENING,HIGH,85,0.34
Delhi,URBAN,MORNING,HIGH,4,0.66
Pune,OLD_CITY,MORNING,MEDIUM,87,0.82
Delhi,URBAN,MORNING,MEDIUM,12,0.4
Bengaluru,OLD_CITY,EVENING,HIGH,31,0.33
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,49,0.72
Kolkata,OLD_CITY,EVENING,MEDIUM,21,0.76
Pune,URBAN,EVENING,MEDIUM,6,0.53
Chennai,URBAN,MORNING,LOW,45,0.22
Pune,URBAN,EVENING,MEDIUM,7,0.88
Mumbai,URBAN,MORNING,MEDIUM,33,0.47
Hyderabad,URBAN,MORNING,MEDIUM,45,0.53
Hyderabad,URBAN,AFTERNOON,LOW,45,0.95
Chennai,URBAN,EVENING,HIGH,5,0.85
Chennai,OLD_CITY,MORNING,LOW,16,0.33
Mumbai,OLD_CITY,MORNING,LOW,34,0.7
Bengaluru,OLD_CITY,EVENING,HIGH,4,0.53
Hyderabad,OLD_CITY,EVENING,MEDIUM,68,0.71
Pune,OLD_CITY,AFTERNOON,MEDIUM,40,0.71
Delhi,URBAN,AFTERNOON,HIGH,26,0.65
Kolkata,URBAN,AFTERNOON,LOW,53,0.21
Chennai,OLD_CITY,EVENING,HIGH,64,0.25
Chennai,OLD_CITY,EVENING,MEDIUM,58,0.79
Delhi,URBAN,EVENING,LOW,15,0.94
Chennai,URBAN,EVENING,HIGH,1,0.68
Mumbai,URBAN,MORNING,MEDIUM,77,0.32
Bengaluru,OLD_CITY,AFTERNOON,HIGH,44,0.9
Bengaluru,OLD_CITY,AFTERNOON,MEDIUM,38,0.76
Chennai,URBAN,EVENING,HIGH,87,0.71
Bengaluru,OLD_CITY,MORNING,HIGH,1,0.42
Hyderabad,URBAN,EVENING,LOW,40,0.99
Kolkata,URBAN,EVENING,LOW,82,0.28
Bengaluru,URBAN,AFTERNOON,LOW,31,0.83
Bengaluru,URBAN,MORNING,LOW,80,0.8
Bengaluru,URBAN,MORNING,LOW,56,0.27
Bengaluru,OLD_CITY,EVENING,MEDIUM,48,0.4
Mumbai,OLD_CITY,AFTERNOON,LOW,23,0.3
Delhi,URBAN,EVENING,MEDIUM,21,1.0
Pune,OLD_CITY,EVENING,MEDIUM,63,0.25
Chennai,OLD_CITY,AFTERNOON,HIGH,82,0.26
Hyderabad,OLD_CITY,AFTERNOON,LOW,63,0.32
Hyderabad,OLD_CITY,MORNING,LOW,12,0.39
Bengaluru,OLD_CITY,EVENING,MEDIUM,52,0.86
Delhi,OLD_CITY,AFTERNOON,MEDIUM,71,0.56
Kolkata,URBAN,AFTERNOON,MEDIUM,81,0.4
Mumbai,OLD_CITY,MORNING,LOW,3,0.18
Chennai,OLD_CITY,EVENING,MEDIUM,56,0.63
Hyderabad,OLD_CITY,MORNING,LOW,36,0.8
Delhi,OLD_CITY,MORNING,HIGH,88,0.66
Pune,OLD_CITY,AFTERNOON,MEDIUM,15,0.76
Hyderabad,OLD_CITY,AFTERNOON,LOW,8,0.34
Bengaluru,URBAN,EVENING,HIGH,82,0.3
Hyderabad,OLD_CITY,MORNING,HIGH,86,0.35
Hyderabad,OLD_CITY,MORNING,HIGH,51,0.95
Mumbai,URBAN,AFTERNOON,LOW,8,0.72
Mumbai,URBAN,AFTERNOON,MEDIUM,6,0.59
Kolkata,URBAN,EVENING,MEDIUM,85,0.37
Kolkata,OLD_CITY,MORNING,HIGH,66,0.4
Hyderabad,OLD_CITY,EVENING,HIGH,62,0.58
Bengaluru,URBAN,EVENING,MEDIUM,16,0.61
Hyderabad,URBAN,MORNING,LOW,28,0.73
Bengaluru,OLD_CITY,EVENING,MEDIUM,50,0.23
Hyderabad,URBAN,EVENING,HIGH,9,0.16
Mumbai,URBAN,MORNING,MEDIUM,78,0.54
Pune,OLD_CITY,AFTERNOON,MEDIUM,29,0.56
Mumbai,URBAN,EVENING,MEDIUM,41,0.66
Kolkata,OLD_CITY,MORNING,LOW,3,0.42
Kolkata,OLD_CITY,EVENING,LOW,40,0.26
Mumbai,OLD_CITY,MORNING,MEDIUM,30,0.43
Kolkata,URBAN,AFTERNOON,MEDIUM,68,0.26
Pune,OLD_CITY,AFTERNOON,MEDIUM,1,0.8
Hyderabad,URBAN,MORNING,HIGH,12,0.22
Chennai,URBAN,MORNING,LOW,37,0.2
Delhi,URBAN,EVENING,LOW,57,0.67
Kolkata,OLD_CITY,AFTERNOON,LOW,27,0.87
