city,locality,area_type,road_width_category,heavy_vehicle_allowed,peak_hour_restriction,congestion_level,last_mile_difficulty,remarks
Kolkata,Area_17585,RURAL,WIDE,False,False,MEDIUM,5,generated
Chennai,Area_17586,OLD_CITY,NARROW,True,False,MEDIUM,4,generated
Mumbai,Area_17587,RURAL,MEDIUM,True,True,LOW,4,generated
Hyderabad,Area_17588,OLD_CITY,MEDIUM,True,False,LOW,5,generated
Chennai,Area_17589,URBAN,NARROW,True,True,MEDIUM,4,generated
Chennai,Area_17590,OLD_CITY,WIDE,False,False,LOW,4,generated
Bengaluru,Area_17591,RURAL,WIDE,False,True,MEDIUM,5,generated
Delhi,Area_17592,URBAN,MEDIUM,True,False,LOW,4,generated
Mumbai,Area_17593,RURAL,MEDIUM,True,True,HIGH,4,generated
Pune,Area_17594,RURAL,WIDE,False,False,MEDIUM,4,generated
Hyderabad,Area_17595,URBAN,WIDE,False,False,LOW,4,generated
Pune,Area_17596,RURAL,WIDE,False,False,MEDIUM,5,generated
Mumbai,Area_17597,RURAL,MEDIUM,False,False,LOW,4,generated
Hyderabad,Area_17598,OLD_CITY,WIDE,True,True,LOW,5,generated
Bengaluru,Area_17599,URBAN,MEDIUM,False,True,MEDIUM,1,generated
Delhi,Area_17600,OLD_CITY,NARROW,True,False,LOW,4,generated
Pune,Area_17601,OLD_CITY,NARROW,False,True,HIGH,4,generated
Hyderabad,Area_17602,RURAL,NARROW,True,False,LOW,4,generated
Pune,Area_17603,RURAL,NARROW,False,False,HIGH,3,generated
Mumbai,Area_17604,URBAN,NARROW,True,False,MEDIUM,3,generated
Chennai,Area_17605,URBAN,MEDIUM,True,False,HIGH,1,generated
Delhi,Area_17606,OLD_CITY,WIDE,False,True,HIGH,3,generated
Delhi,Area_17607,OLD_CITY,WIDE,False,True,LOW,1,generated
Kolkata,Area_17608,URBAN,WIDE,False,False,LOW,5,generated
Pune,Area_17609,URBAN,MEDIUM,True,True,LOW,3,generated
Chennai,Area_17610,URBAN,WIDE,True,False,LOW,2,generated
Delhi,Area_17611,RURAL,NARROW,False,False,HIGH,1,generated
Pune,Area_17612,RURAL,NARROW,True,False,HIGH,4,generated
Chennai,Area_17613,RURAL,MEDIUM,False,False,MEDIUM,4,generated
Hyderabad,Area_17614,OLD_CITY,WIDE,False,False,LOW,3,generated
Bengaluru,Area_17615,URBAN,NARROW,True,False,LOW,2,generated
Pune,Area_17616,OLD_CITY,NARROW,False,False,LOW,4,generated
Hyderabad,Area_17617,RURAL,NARROW,True,False,MEDIUM,1,generated
Mumbai,Area_17618,URBAN,WIDE,True,False,HIGH,5,generated
Hyderabad,Area_17619,OLD_CITY,MEDIUM,False,True,HIGH,1,generated
Pune,Area_17620,URBAN,NARROW,True,False,HIGH,5,generated
Kolkata,Area_17621,URBAN,MEDIUM,True,False,HIGH,5,generated
Delhi,Area_17622,RURAL,NARROW,False,False,LOW,3,generated
Bengaluru,Area_17623,URBAN,NARROW,True,True,LOW,3,generated
Mumbai,Area_17624,RURAL,MEDIUM,True,True,HIGH,2,generated
Chennai,Area_17625,RURAL,NARROW,True,True,MEDIUM,3,generated
Delhi,Area_17626,OLD_CITY,NARROW,True,False,MEDIUM,2,generated
Chennai,Area_17627,RURAL,MEDIUM,True,False,MEDIUM,4,generated
Pune,Area_17628,OLD_CITY,WIDE,True,False,HIGH,2,generated
Bengaluru,Area_17629,URBAN,NARROW,True,True,LOW,3,generated
Hyderabad,Area_17630,URBAN,WIDE,True,False,HIGH,5,generated
Hyderabad,Area_17631,URBAN,WIDE,True,False,LOW,4,generated
Hyderabad,Area_17632,URBAN,WIDE,True,False,MEDIUM,4,generated
Kolkata,Area_17633,RURAL,MEDIUM,True,False,MEDIUM,5,generated
Delhi,Area_17634,URBAN,NARROW,False,False,HIGH,1,generated
Mumbai,Area_17635,OLD_CITY,NARROW,False,False,MEDIUM,3,generated
Bengaluru,Area_17636,OLD_CITY,WIDE,False,True,HIGH,3,generated
Chennai,Area_17637,URBAN,WIDE,True,True,HIGH,2,generated
Kolkata,Area_17638,OLD_CITY,WIDE,True,False,MEDIUM,1,generated
Pune,Area_17639,URBAN,NARROW,False,False,MEDIUM,4,generated
Kolkata,Area_17640,RURAL,WIDE,True,False,MEDIUM,4,generated
Chennai,Area_17641,URBAN,WIDE,True,True,LOW,3,generated
Delhi,Area_17642,OLD_CITY,MEDIUM,True,False,LOW,2,generated
Chennai,Area_17643,RURAL,WIDE,True,False,LOW,1,generated
Delhi,Area_17644,OLD_CITY,NARROW,False,False,MEDIUM,5,generated
Bengaluru,Area_17645,OLD_CITY,MEDIUM,True,True,MEDIUM,4,generated
Kolkata,Area_17646,OLD_CITY,WIDE,False,False,LOW,4,generated
Chennai,Area_17647,RURAL,WIDE,False,False,LOW,1,generated
Mumbai,Area_17648,URBAN,WIDE,False,False,HIGH,2,generated
Delhi,Area_17649,RURAL,NARROW,True,False,MEDIUM,4,generated
Pune,Area_17650,OLD_CITY,WIDE,True,False,MEDIUM,1,generated
Kolkata,Area_17651,OLD_CITY,NARROW,False,False,HIGH,3,generated
Mumbai,Area_17652,RURAL,WIDE,False,True,MEDIUM,1,generated
Kolkata,Area_17653,RURAL,MEDIUM,True,False,LOW,1,generated
Mumbai,Area_17654,RURAL,WIDE,False,False,MEDIUM,1,generated
Pune,Area_17655,OLD_CITY,WIDE,False,True,MEDIUM,5,generated
Pune,Area_17656,RURAL,NARROW,False,False,HIGH,1,generated
Chennai,Area_17657,OLD_CITY,NARROW,False,False,HIGH,2,generated
Mumbai,Area_17658,URBAN,MEDIUM,True,False,LOW,2,generated
Hyderabad,Area_17659,URBAN,NARROW,True,False,LOW,3,generated
Mumbai,Area_17660,OLD_CITY,NARROW,False,False,LOW,4,generated
Bengaluru,Area_17661,OLD_CITY,MEDIUM,False,True,HIGH,4,generated
Chennai,Area_17662,RURAL,NARROW,True,False,HIGH,4,generated
Mumbai,Area_17663,RURAL,NARROW,False,True,LOW,5,generated
Kolkata,Area_17664,RURAL,MEDIUM,True,False,MEDIUM,5,generated
Kolkata,Area_17665,RURAL,NARROW,True,False,LOW,3,generated
Kolkata,Area_17666,RURAL,NARROW,False,False,HIGH,5,generated
Mumbai,Area_17667,OLD_CITY,MEDIUM,True,False,HIGH,4,generated
Pune,Area_17668,RURAL,WIDE,True,False,MEDIUM,2,generated
Mumbai,Area_17669,RURAL,NARROW,True,False,MEDIUM,4,generated
Kolkata,Area_17670,RURAL,MEDIUM,False,False,HIGH,2,generated
Mumbai,Area_17671,RURAL,MEDIUM,True,True,LOW,1,generated
Mumbai,Area_17672,OLD_CITY,WIDE,False,False,MEDIUM,4,generated
Delhi,Area_17673,RURAL,NARROW,False,True,LOW,3,generated
Hyderabad,Area_17674,URBAN,MEDIUM,False,False,LOW,2,generated
Hyderabad,Area_17675,OLD_CITY,MEDIUM,True,False,LOW,4,generated
Kolkata,Area_17676,URBAN,WIDE,False,True,HIGH,1,generated
Mumbai,Area_17677,RURAL,WIDE,False,True,MEDIUM,4,generated
Chennai,Area_17678,URBAN,MEDIUM,True,False,LOW,2,generated
Hyderabad,Area_17679,OLD_CITY,WIDE,True,False,MEDIUM,1,generated
Chennai,Area_17680,RURAL,WIDE,False,True,MEDIUM,2,generated
Hyderabad,Area_17681,URBAN,NARROW,True,False,LOW,4,generated
Kolkata,Area_17682,RURAL,WIDE,True,True,HIGH,3,generated
Hyderabad,Area_17683,OLD_CITY,WIDE,False,True,MEDIUM,2,generated
Hyderabad,Area_17684,RURAL,WIDE,True,False,HIGH,3,generated
Delhi,Area_17685,RURAL,NARROW,True,False,HIGH,2,generated
Hyderabad,Area_17686,RURAL,NARROW,True,True,MEDIUM,5,generated
Bengaluru,Area_17687,URBAN,MEDIUM,True,False,LOW,1,generated
Delhi,Area_17688,OLD_CITY,MEDIUM,False,False,MEDIUM,5,generated
Chennai,Area_17689,URBAN,MEDIUM,True,False,MEDIUM,4,generated
Delhi,Area_17690,RURAL,MEDIUM,False,False,LOW,4,generated
Mumbai,Area_17691,URBAN,NARROW,True,False,LOW,5,generated
Bengaluru,Area_17692,OLD_CITY,WIDE,True,True,LOW,2,generated
Chennai,Area_17693,URBAN,NARROW,True,True,LOW,5,generated
Hyderabad,Area_17694,OLD_CITY,NARROW,False,True,LOW,1,generated
Hyderabad,Area_17695,RURAL,MEDIUM,False,True,HIGH,2,generated
Delhi,Area_17696,OLD_CITY,NARROW,True,False,MEDIUM,4,generated
Mumbai,Area_17697,URBAN,WIDE,True,True,HIGH,5,generated
Hyderabad,Area_17698,RURAL,MEDIUM,False,True,LOW,1,generated
Mumbai,Area_17699,URBAN,NARROW,False,False,MEDIUM,5,generated
Bengaluru,Area_17700,OLD_CITY,WIDE,True,True,HIGH,5,generated
Delhi,Area_17701,OLD_CITY,NARROW,False,False,MEDIUM,4,generated
Delhi,Area_17702,URBAN,NARROW,False,True,LOW,5,generated
Hyderabad,Area_17703,OLD_CITY,MEDIUM,True,True,HIGH,3,generated
Hyderabad,Area_17704,RURAL,NARROW,False,False,LOW,3,generated
Mumbai,Area_17705,URBAN,WIDE,True,False,MEDIUM,2,generated
Delhi,Area_17706,RURAL,NARROW,True,True,HIGH,1,generated
Pune,Area_17707,OLD_CITY,WIDE,False,False,MEDIUM,2,generated
Hyderabad,Area_17708,RURAL,MEDIUM,True,False,MEDIUM,2,generated
Pune,Area_17709,RURAL,WIDE,True,False,MEDIUM,5,generated
Delhi,Area_17710,URBAN,MEDIUM,True,True,HIGH,3,generated
Hyderabad,Area_17711,OLD_CITY,NARROW,False,False,MEDIUM,4,generated
Chennai,Area_17712,RURAL,NARROW,True,True,MEDIUM,4,generated
Delhi,Area_17713,URBAN,NARROW,True,False,HIGH,5,generated
Kolkata,Area_17714,RURAL,WIDE,True,True,LOW,4,generated
Delhi,Area_17715,OLD_CITY,MEDIUM,False,True,LOW,3,generated
Kolkata,Area_17716,URBAN,WIDE,True,False,LOW,2,generated
Mumbai,Area_17717,OLD_CITY,NARROW,True,False,MEDIUM,4,generated
Pune,Area_17718,URBAN,MEDIUM,False,True,MEDIUM,4,generated
Chennai,Area_17719,URBAN,WIDE,True,False,LOW,3,generated
Hyderabad,Area_17720,RURAL,MEDIUM,True,True,MEDIUM,4,generated
Kolkata,Area_17721,URBAN,NARROW,True,False,MEDIUM,3,generated
Mumbai,Area_17722,OLD_CITY,NARROW,True,True,MEDIUM,4,generated
Mumbai,Area_17723,URBAN,MEDIUM,False,False,LOW,1,generated
Delhi,Area_17724,OLD_CITY,NARROW,False,False,LOW,3,generated
Delhi,Area_17725,OLD_CITY,WIDE,False,False,MEDIUM,4,generated
Kolkata,Area_17726,RURAL,NARROW,True,True,LOW,4,generated
Delhi,Area_17727,RURAL,NARROW,True,False,MEDIUM,2,generated
Bengaluru,Area_17728,OLD_CITY,WIDE,True,False,LOW,5,generated
Kolkata,Area_17729,RURAL,WIDE,True,True,MEDIUM,2,generated
Chennai,Area_17730,OLD_CITY,NARROW,True,False,LOW,3,generated
Kolkata,Area_17731,URBAN,WIDE,True,False,LOW,5,generated
Chennai,Area_17732,RURAL,MEDIUM,True,False,MEDIUM,1,generated
Kolkata,Area_17733,URBAN,MEDIUM,True,False,LOW,4,generated
Kolkata,Area_17734,OLD_CITY,MEDIUM,True,True,HIGH,4,generated
Bengaluru,Area_17735,URBAN,MEDIUM,True,False,HIGH,5,generated
Chennai,Area_17736,URBAN,NARROW,True,True,LOW,1,generated
Hyderabad,Area_17737,RURAL,MEDIUM,True,False,HIGH,3,generated
Mumbai,Area_17738,RURAL,WIDE,True,False,HIGH,2,generated
Hyderabad,Area_17739,OLD_CITY,WIDE,False,True,LOW,1,generated
Chennai,Area_17740,URBAN,WIDE,True,False,MEDIUM,4,generated
Chennai,Area_17741,OLD_CITY,MEDIUM,True,False,HIGH,5,generated
Pune,Area_17742,RURAL,WIDE,False,True,HIGH,2,generated
Delhi,Area_17743,RURAL,NARROW,True,False,HIGH,1,generated
Mumbai,Area_17744,OLD_CITY,NARROW,True,False,LOW,1,generated
Chennai,Area_17745,OLD_CITY,WIDE,True,False,MEDIUM,2,generated
Mumbai,Area_17746,URBAN,WIDE,True,False,LOW,4,generated
Pune,Area_17747,URBAN,MEDIUM,True,True,HIGH,3,generated
Chennai,Area_17748,OLD_CITY,NARROW,True,True,MEDIUM,4,generated
Mumbai,Area_17749,RURAL,WIDE,True,False,MEDIUM,5,generated
Mumbai,Area_17750,RURAL,WIDE,False,False,MEDIUM,4,generated
Kolkata,Area_17751,OLD_CITY,MEDIUM,True,False,LOW,2,generated
Chennai,Area_17752,URBAN,MEDIUM,True,False,LOW,1,generated
Pune,Area_17753,URBAN,MEDIUM,False,False,LOW,2,generated
Delhi,Area_17754,URBAN,MEDIUM,True,False,MEDIUM,4,generated
Delhi,Area_17755,RURAL,WIDE,True,False,LOW,4,generated
Kolkata,Area_17756,RURAL,MEDIUM,True,True,LOW,1,generated
Kolkata,Area_17757,OLD_CITY,NARROW,False,False,LOW,4,generated
Mumbai,Area_17758,URBAN,NARROW,True,False,HIGH,4,generated
Mumbai,Area_17759,OLD_CITY,WIDE,True,False,MEDIUM,1,generated
Kolkata,Area_17760,RURAL,WIDE,False,False,LOW,3,generated
Hyderabad,Area_17761,URBAN,NARROW,False,False,LOW,5,generated
Bengaluru,Area_17762,OLD_CITY,MEDIUM,True,True,HIGH,1,generated
Pune,Area_17763,RURAL,MEDIUM,False,False,LOW,5,generated
Delhi,Area_17764,RURAL,NARROW,True,False,LOW,4,generated
Hyderabad,Area_17765,URBAN,WIDE,True,False,HIGH,4,generated
Bengaluru,Area_17766,OLD_CITY,NARROW,True,False,LOW,1,generated
Hyderabad,Area_17767,OLD_CITY,WIDE,True,False,MEDIUM,3,generated
Kolkata,Area_17768,OLD_CITY,NARROW,True,False,LOW,1,generated
Pune,Area_17769,URBAN,WIDE,False,True,HIGH,4,generated
Kolkata,Area_17770,OLD_CITY,NARROW,True,False,LOW,2,generated
Delhi,Area_17771,OLD_CITY,MEDIUM,False,True,MEDIUM,4,generated
Pune,Area_17772,OLD_CITY,WIDE,False,True,MEDIUM,1,generated
Pune,Area_17773,RURAL,WIDE,True,False,HIGH,5,generated
Hyderabad,Area_17774,OLD_CITY,MEDIUM,False,False,MEDIUM,4,generated
Bengaluru,Area_17775,RURAL,MEDIUM,False,False,MEDIUM,5,generated
Mumbai,Area_17776,OLD_CITY,NARROW,True,False,LOW,5,generated
Mumbai,Area_17777,OLD_CITY,WIDE,False,False,LOW,2,generated
Chennai,Area_17778,URBAN,WIDE,True,False,LOW,4,generated
Hyderabad,Area_17779,URBAN,NARROW,True,True,LOW,3,generated
Kolkata,Area_17780,OLD_CITY,MEDIUM,True,False,HIGH,3,generated
Mumbai,Area_17781,RURAL,WIDE,True,False,HIGH,2,generated
Bengaluru,Area_17782,RURAL,WIDE,True,False,MEDIUM,3,generated
Delhi,Area_17783,URBAN,NARROW,True,False,MEDIUM,1,generated
Bengaluru,Area_17784,RURAL,MEDIUM,True,False,MEDIUM,5,generated
Delhi,Area_17785,URBAN,MEDIUM,False,False,HIGH,4,generated
Chennai,Area_17786,OLD_CITY,MEDIUM,True,False,LOW,1,generated
Hyderabad,Area_17787,RURAL,WIDE,False,True,MEDIUM,4,generated
Hyderabad,Area_17788,RURAL,MEDIUM,True,False,MEDIUM,2,generated
Kolkata,Area_17789,URBAN,NARROW,True,False,LOW,1,generated
Mumbai,Area_17790,OLD_CITY,NARROW,False,True,HIGH,4,generated
Mumbai,Area_17791,OLD_CITY,MEDIUM,False,False,HIGH,1,generated
Pune,Area_17792,RURAL,NARROW,False,True,HIGH,5,generated
Chennai,Area_17793,OLD_CITY,NARROW,True,False,HIGH,5,generated
Delhi,Area_17794,RURAL,WIDE,True,False,MEDIUM,4,generated
Kolkata,Area_17795,RURAL,MEDIUM,False,False,MEDIUM,1,generated
Pune,Area_17796,URBAN,NARROW,False,True,LOW,3,generated
Bengaluru,Area_17797,OLD_CITY,WIDE,True,False,HIGH,2,generated
Delhi,Area_17798,OLD_CITY,MEDIUM,True,False,MEDIUM,2,generated
Hyderabad,Area_17799,URBAN,NARROW,True,False,HIGH,4,generated
Kolkata,Area_17800,RURAL,WIDE,True,False,MEDIUM,1,generated
Kolkata,Area_17801,OLD_CITY,NARROW,True,False,MEDIUM,1,generated
Kolkata,Area_17802,URBAN,NARROW,True,False,MEDIUM,2,generated
Bengaluru,Area_17803,URBAN,WIDE,True,False,HIGH,5,generated
Pune,Area_17804,URBAN,NARROW,True,True,LOW,5,generated
Pune,Area_17805,OLD_CITY,MEDIUM,False,False,LOW,2,generated
Hyderabad,Area_17806,OLD_CITY,MEDIUM,False,True,HIGH,3,generated
Bengaluru,Area_17807,OLD_CITY,NARROW,False,False,LOW,4,generated
Delhi,Area_17808,URBAN,WIDE,False,True,HIGH,4,generated
Hyderabad,Area_17809,OLD_CITY,NARROW,False,False,LOW,1,generated
Pune,Area_17810,RURAL,WIDE,True,False,MEDIUM,4,generated
Bengaluru,Area_17811,RURAL,NARROW,True,False,HIGH,1,generated
Delhi,Area_17812,URBAN,WIDE,False,False,LOW,4,generated
Bengaluru,Area_17813,OLD_CITY,MEDIUM,True,False,MEDIUM,3,generated
Pune,Area_17814,RURAL,NARROW,True,False,LOW,4,generated
Chennai,Area_17815,OLD_CITY,NARROW,False,True,HIGH,4,generated
Delhi,Area_17816,OLD_CITY,WIDE,True,True,LOW,5,generated
Bengaluru,Area_17817,OLD_CITY,NARROW,False,False,LOW,1,generated
Mumbai,Area_17818,OLD_CITY,WIDE,False,True,LOW,1,generated
Mumbai,Area_17819,URBAN,MEDIUM,True,True,MEDIUM,5,generated
Hyderabad,Area_17820,URBAN,NARROW,False,False,LOW,2,generated
Bengaluru,Area_17821,URBAN,MEDIUM,False,False,MEDIUM,4,generated
Chennai,Area_17822,OLD_CITY,NARROW,True,False,MEDIUM,5,generated
Mumbai,Area_17823,OLD_CITY,MEDIUM,False,False,MEDIUM,2,generated
Delhi,Area_17824,URBAN,MEDIUM,True,False,HIGH,4,generated
Delhi,Area_17825,URBAN,WIDE,False,True,HIGH,2,generated
Bengaluru,Area_17826,RURAL,WIDE,True,False,MEDIUM,1,generated
Chennai,Area_17827,OLD_CITY,WIDE,False,True,MEDIUM,4,generated
Bengaluru,Area_17828,OLD_CITY,WIDE,False,False,LOW,3,generated
Mumbai,Area_17829,RURAL,WIDE,False,False,MEDIUM,3,generated
Hyderabad,Area_17830,RURAL,WIDE,True,False,HIGH,2,generated
Bengaluru,Area_17831,OLD_CITY,WIDE,True,False,HIGH,2,generated
Pune,Area_17832,OLD_CITY,NARROW,True,False,HIGH,3,generated
Bengaluru,Area_17833,URBAN,NARROW,True,False,MEDIUM,2,generated
Kolkata,Area_17834,OLD_CITY,WIDE,False,False,HIGH,3,generated
Hyderabad,Area_17835,RURAL,WIDE,False,False,LOW,3,generated
Hyderabad,Area_17836,RURAL,MEDIUM,True,False,LOW,2,generated
Hyderabad,Area_17837,RURAL,WIDE,True,False,MEDIUM,4,generated
Kolkata,Area_17838,OLD_CITY,MEDIUM,True,False,HIGH,4,generated
Kolkata,Area_17839,RURAL,NARROW,True,False,HIGH,2,generated
Delhi,Area_17840,URBAN,WIDE,False,False,LOW,2,generated
Bengaluru,Area_17841,URBAN,NARROW,True,False,LOW,1,generated
Hyderabad,Area_17842,RURAL,WIDE,True,True,MEDIUM,4,generated
Delhi,Area_17843,OLD_CITY,WIDE,True,False,LOW,1,generated
Hyderabad,Area_17844,URBAN,NARROW,True,False,MEDIUM,5,generated
Kolkata,Area_17845,OLD_CITY,WIDE,True,True,HIGH,4,generated
Bengaluru,Area_17846,URBAN,WIDE,False,False,MEDIUM,2,generated
Mumbai,Area_17847,URBAN,WIDE,False,False,LOW,1,generated
Mumbai,Area_17848,RURAL,NARROW,True,False,MEDIUM,3,generated
Bengaluru,Area_17849,RURAL,MEDIUM,True,False,MEDIUM,3,generated
Bengaluru,Area_17850,URBAN,WIDE,True,True,HIGH,4,generated
Hyderabad,Area_17851,RURAL,NARROW,True,False,MEDIUM,3,generated
Delhi,Area_17852,OLD_CITY,MEDIUM,False,False,HIGH,1,generated
Mumbai,Area_17853,OLD_CITY,MEDIUM,True,True,LOW,3,generated
Mumbai,Area_17854,URBAN,MEDIUM,True,True,HIGH,5,generated
Pune,Area_17855,OLD_CITY,NARROW,True,True,LOW,2,generated
Kolkata,Area_17856,URBAN,MEDIUM,True,True,HIGH,1,generated
Delhi,Area_17857,OLD_CITY,MEDIUM,False,False,LOW,3,generated
Pune,Area_17858,OLD_CITY,NARROW,True,False,HIGH,3,generated
Chennai,Area_17859,URBAN,WIDE,True,False,HIGH,2,generated
Bengaluru,Area_17860,RURAL,NARROW,True,False,MEDIUM,5,generated
Mumbai,Area_17861,OLD_CITY,MEDIUM,True,False,MEDIUM,1,generated
Pune,Area_17862,OLD_CITY,NARROW,False,False,MEDIUM,4,generated
Pune,Area_17863,OLD_CITY,MEDIUM,True,False,LOW,1,generated
Bengaluru,Area_17864,RURAL,NARROW,False,True,HIGH,2,generated
Chennai,Area_17865,RURAL,WIDE,False,False,LOW,3,generated
Kolkata,Area_17866,OLD_CITY,MEDIUM,False,False,LOW,1,generated
Hyderabad,Area_17867,OLD_CITY,MEDIUM,True,False,LOW,2,generated
Chennai,Area_17868,OLD_CITY,MEDIUM,False,True,MEDIUM,1,generated
Mumbai,Area_17869,OLD_CITY,MEDIUM,False,False,MEDIUM,1,generated
Pune,Area_17870,URBAN,WIDE,True,False,MEDIUM,4,generated
Delhi,Area_17871,RURAL,WIDE,True,False,HIGH,5,generated
Delhi,Area_17872,URBAN,WIDE,False,False,MEDIUM,4,generated
Chennai,Area_17873,RURAL,NARROW,False,False,LOW,4,generated
Bengaluru,Area_17874,URBAN,WIDE,True,True,MEDIUM,1,generated
Bengaluru,Area_17875,OLD_CITY,NARROW,True,False,HIGH,4,generated
Delhi,Area_17876,RURAL,WIDE,True,True,HIGH,2,generated
Mumbai,Area_17877,RURAL,NARROW,True,False,MEDIUM,1,generated
Bengaluru,Area_17878,URBAN,WIDE,True,False,LOW,4,generated
Chennai,Area_17879,URBAN,WIDE,False,False,MEDIUM,5,generated
Pune,Area_17880,URBAN,MEDIUM,False,False,LOW,3,generated
Hyderabad,Area_17881,URBAN,MEDIUM,True,False,HIGH,5,generated
Chennai,Area_17882,OLD_CITY,WIDE,False,True,LOW,1,generated
Mumbai,Area_17883,OLD_CITY,MEDIUM,True,False,LOW,5,generated
Delhi,Area_17884,OLD_CITY,MEDIUM,True,False,LOW,3,generated
Chennai,Area_17885,OLD_CITY,NARROW,True,False,MEDIUM,4,generated
Kolkata,Area_17886,OLD_CITY,WIDE,False,False,HIGH,3,generated
Delhi,Area_17887,URBAN,WIDE,True,False,MEDIUM,5,generated
Kolkata,Area_17888,RURAL,NARROW,False,False,LOW,4,generated
Pune,Area_17889,URBAN,MEDIUM,True,False,MEDIUM,3,generated
Delhi,Area_17890,URBAN,WIDE,True,False,LOW,5,generated
Bengaluru,Area_17891,URBAN,MEDIUM,False,True,MEDIUM,1,generated
Kolkata,Area_17892,URBAN,WIDE,True,False,HIGH,5,generated
Delhi,Area_17893,URBAN,WIDE,True,False,HIGH,1,generated
Bengaluru,Area_17894,OLD_CITY,MEDIUM,True,True,LOW,1,generated
Mumbai,Area_17895,OLD_CITY,WIDE,False,False,LOW,4,generated
Chennai,Area_17896,OLD_CITY,NARROW,True,True,HIGH,1,generated
Bengaluru,Area_17897,RURAL,WIDE,False,True,HIGH,5,generated
Kolkata,Area_17898,URBAN,WIDE,True,True,MEDIUM,3,generated
Bengaluru,Area_17899,OLD_CITY,WIDE,True,False,HIGH,3,generated
Chennai,Area_17900,OLD_CITY,MEDIUM,False,False,LOW,1,generated
Kolkata,Area_17901,URBAN,WIDE,False,True,MEDIUM,4,generated
Hyderabad,Area_17902,OLD_CITY,WIDE,False,False,HIGH,4,generated
Delhi,Area_17903,RURAL,WIDE,True,False,LOW,5,generated
Bengaluru,Area_17904,RURAL,MEDIUM,True,False,HIGH,5,generated
Chennai,Area_17905,RURAL,NARROW,False,False,MEDIUM,1,generated
Bengaluru,Area_17906,RURAL,WIDE,False,False,LOW,1,generated
Pune,Area_17907,OLD_CITY,NARROW,False,False,LOW,1,generated
Delhi,Area_17908,OLD_CITY,MEDIUM,True,False,LOW,4,generated
Kolkata,Area_17909,OLD_CITY,WIDE,True,False,MEDIUM,4,generated
Mumbai,Area_17910,RURAL,WIDE,True,True,LOW,5,generated
Delhi,Area_17911,RURAL,MEDIUM,False,False,HIGH,3,generated
Kolkata,Area_17912,URBAN,MEDIUM,True,True,MEDIUM,4,generated
Kolkata,Area_17913,OLD_CITY,NARROW,False,True,MEDIUM,1,generated
Bengaluru,Area_17914,RURAL,NARROW,False,True,MEDIUM,4,generated
Pune,Area_17915,RURAL,NARROW,True,False,LOW,1,generated
Chennai,Area_17916,RURAL,MEDIUM,True,True,LOW,4,generated
Delhi,Area_17917,URBAN,MEDIUM,True,True,HIGH,2,generated
Bengaluru,Area_17918,OLD_CITY,WIDE,True,False,MEDIUM,2,generated
Mumbai,Area_17919,RURAL,WIDE,False,False,MEDIUM,5,generated
Kolkata,Area_17920,OLD_CITY,MEDIUM,False,True,LOW,3,generated
Delhi,Area_17921,URBAN,WIDE,True,False,HIGH,2,generated
Bengaluru,Area_17922,OLD_CITY,MEDIUM,True,False,HIGH,5,generated
Pune,Area_17923,URBAN,WIDE,True,False,LOW,2,generated
Chennai,Area_17924,URBAN,WIDE,False,False,LOW,4,generated
Hyderabad,Area_17925,RURAL,NARROW,True,False,MEDIUM,2,generated
Hyderabad,Area_17926,OLD_CITY,WIDE,False,True,LOW,3,generated
Kolkata,Area_17927,OLD_CITY,WIDE,True,True,LOW,3,generated
Hyderabad,Area_17928,URBAN,MEDIUM,True,True,LOW,4,generated
Chennai,Area_17929,URBAN,NARROW,False,True,LOW,2,generated
Bengaluru,Area_17930,RURAL,NARROW,False,False,MEDIUM,5,generated
Bengaluru,Area_17931,URBAN,NARROW,False,True,LOW,3,generated
Hyderabad,Area_17932,RURAL,MEDIUM,False,False,LOW,2,generated
Hyderabad,Area_17933,RURAL,NARROW,True,False,LOW,5,generated
Mumbai,Area_17934,OLD_CITY,MEDIUM,True,False,LOW,3,generated
Mumbai,Area_17935,OLD_CITY,NARROW,False,True,MEDIUM,3,generated
Delhi,Area_17936,RURAL,NARROW,True,False,LOW,1,generated
Delhi,Area_17937,RURAL,WIDE,False,False,MEDIUM,2,generated
Chennai,Area_17938,OLD_CITY,MEDIUM,False,True,HIGH,1,generated
Pune,Area_17939,OLD_CITY,WIDE,False,False,LOW,4,generated
Hyderabad,Area_17940,RURAL,WIDE,True,False,MEDIUM,4,generated
Bengaluru,Area_17941,OLD_CITY,NARROW,True,True,LOW,2,generated
Bengaluru,Area_17942,RURAL,NARROW,True,False,HIGH,1,generated
Mumbai,Area_17943,OLD_CITY,MEDIUM,True,False,LOW,5,generated
Chennai,Area_17944,OLD_CITY,WIDE,False,False,MEDIUM,3,generated
Chennai,Area_17945,RURAL,MEDIUM,False,False,HIGH,1,generated
Chennai,Area_17946,URBAN,MEDIUM,False,False,MEDIUM,4,generated
Hyderabad,Area_17947,URBAN,WIDE,False,True,LOW,5,generated
Chennai,Area_17948,URBAN,NARROW,True,False,MEDIUM,3,generated
Kolkata,Area_17949,URBAN,MEDIUM,True,True,HIGH,1,generated
Bengaluru,Area_17950,OLD_CITY,NARROW,False,True,LOW,2,generated
Mumbai,Area_17951,URBAN,MEDIUM,False,False,LOW,2,generated
Hyderabad,Area_17952,RURAL,WIDE,False,False,HIGH,3,generated
Hyderabad,Area_17953,OLD_CITY,MEDIUM,True,True,MEDIUM,5,generated
