delivery_event_id,shipment_id,delivery_outcome,failure_reason,human_override_flag,delivery_delay_minutes
EVT022076,SHP022076,Failed,Weather,False,107
EVT022077,SHP022077,Delivered,Address Issue,False,298
EVT022078,SHP022078,Delivered,None,False,293
EVT022079,SHP022079,Delivered,None,False,58
EVT022080,SHP022080,Delivered,None,False,212
EVT022081,SHP022081,Delivered,None,False,47
EVT022082,SHP022082,Failed,Address Issue,False,208
EVT022083,SHP022083,Delivered,None,False,151
EVT022084,SHP022084,Delivered,None,True,133
EVT022085,SHP022085,Failed,Weather,False,10
EVT022086,SHP022086,Delayed,Traffic,True,171
EVT022087,SHP022087,Delivered,None,False,182
EVT022088,SHP022088,Delivered,Customer Unavailable,True,215
EVT022089,SHP022089,Delivered,Customer Unavailable,True,292
EVT022090,SHP022090,Delivered,Weather,False,103
EVT022091,SHP022091,Delivered,Customer Unavailable,False,180
EVT022092,SHP022092,Delivered,Customer Unavailable,True,84
EVT022093,SHP022093,Failed,Weather,False,237
EVT022094,SHP022094,Delivered,Customer Unavailable,True,266
EVT022095,SHP022095,Delivered,Customer Unavailable,False,222
EVT022096,SHP022096,Delivered,Address Issue,True,212
EVT022097,SHP022097,Failed,None,False,163
EVT022098,SHP022098,Delivered,Traffic,False,225
EVT022099,SHP022099,Delivered,None,False,168
EVT022100,SHP022100,Delayed,Customer Unavailable,False,257
EVT022101,SHP022101,Delivered,Address Issue,False,201
EVT022102,SHP022102,Failed,Weather,False,250
EVT022103,SHP022103,Delivered,None,False,188
EVT022104,SHP022104,Delivered,Weather,False,96
EVT022105,SHP022105,Delivered,Customer Unavailable,True,108
EVT022106,SHP022106,Delivered,None,False,290
EVT022107,SHP022107,Delivered,Customer Unavailable,False,237
EVT022108,SHP022108,Delivered,Traffic,False,152
EVT022109,SHP022109,Delivered,Address Issue,True,221
EVT022110,SHP022110,Delivered,Address Issue,True,264
EVT022111,SHP022111,Delivered,Customer Unavailable,False,73
EVT022112,SHP022112,Delayed,None,False,15
EVT022113,SHP022113,Delivered,Address Issue,False,158
EVT022114,SHP022114,Delivered,Customer Unavailable,False,161
EVT022115,SHP022115,Delivered,None,False,54
EVT022116,SHP022116,Delivered,Customer Unavailable,True,24
EVT022117,SHP022117,Delivered,Address Issue,False,222
EVT022118,SHP022118,Delivered,None,False,261
EVT022119,SHP022119,Delivered,Traffic,False,208
EVT022120,SHP022120,Delivered,Weather,False,150
EVT022121,SHP022121,Delivered,None,False,297
EVT022122,SHP022122,Delivered,None,False,95
EVT022123,SHP022123,Delivered,Traffic,False,108
EVT022124,SHP022124,Delivered,Weather,False,197
EVT022125,SHP022125,Failed,Customer Unavailable,True,113
EVT022126,SHP022126,Delivered,Weather,False,76
EVT022127,SHP022127,Delivered,Customer Unavailable,False,238
EVT022128,SHP022128,Delivered,Address Issue,True,245
EVT022129,SHP022129,Delayed,Weather,False,108
EVT022130,SHP022130,Delivered,Weather,False,7
EVT022131,SHP022131,Delivered,Address Issue,False,52
EVT022132,SHP022132,Delivered,Address Issue,False,185
EVT022133,SHP022133,Delivered,Customer Unavailable,False,277
EVT022134,SHP022134,Failed,Address Issue,False,15
EVT022135,SHP022135,Delivered,Address Issue,False,73
EVT022136,SHP022136,Delivered,Address Issue,False,21
EVT022137,SHP022137,Delivered,Customer Unavailable,False,27
EVT022138,SHP022138,Delivered,None,False,243
EVT022139,SHP022139,Delayed,None,True,74
EVT022140,SHP022140,Delivered,Traffic,False,24
EVT022141,SHP022141,Failed,Customer Unavailable,False,46
EVT022142,SHP022142,Delivered,None,False,165
EVT022143,SHP022143,Failed,Customer Unavailable,False,288
EVT022144,SHP022144,Delivered,Address Issue,False,13
EVT022145,SHP022145,Delayed,None,False,186
EVT022146,SHP022146,Delayed,Weather,True,38
EVT022147,SHP022147,Failed,Address Issue,False,235
EVT022148,SHP022148,Delivered,None,False,28
EVT022149,SHP022149,Delivered,Address Issue,False,192
EVT022150,SHP022150,Delivered,None,False,176
EVT022151,SHP022151,Delivered,Customer Unavailable,False,84
EVT022152,SHP022152,Delivered,Address Issue,False,109
EVT022153,SHP022153,Delayed,Address Issue,False,91
EVT022154,SHP022154,Delivered,None,True,265
EVT022155,SHP022155,Delivered,Weather,False,38
EVT022156,SHP022156,Delivered,Address Issue,False,215
EVT022157,SHP022157,Delivered,Address Issue,False,3
EVT022158,SHP022158,Delivered,Customer Unavailable,False,156
EVT022159,SHP022159,Delayed,Customer Unavailable,False,25
EVT022160,SHP022160,Delivered,None,False,154
EVT022161,SHP022161,Delivered,Address Issue,False,15
EVT022162,SHP022162,Delivered,Address Issue,False,77
EVT022163,SHP022163,Failed,Customer Unavailable,False,78
EVT022164,SHP022164,Delivered,Address Issue,False,213
EVT022165,SHP022165,Delivered,None,False,150
EVT022166,SHP022166,Delivered,Address Issue,False,132
EVT022167,SHP022167,Delayed,None,False,138
EVT022168,SHP022168,Failed,Address Issue,False,91
EVT022169,SHP022169,Delivered,Weather,False,224
EVT022170,SHP022170,Delivered,Address Issue,False,135
EVT022171,SHP022171,Delivered,Traffic,False,235
EVT022172,SHP022172,Delivered,Customer Unavailable,True,267
EVT022173,SHP022173,Delayed,Weather,False,95
EVT022174,SHP022174,Delivered,Customer Unavailable,False,177
EVT022175,SHP022175,Delivered,Weather,False,119
EVT022176,SHP022176,Delivered,Address Issue,False,289
EVT022177,SHP022177,Delivered,Address Issue,False,43
EVT022178,SHP022178,Delivered,None,False,39
EVT022179,SHP022179,Delivered,None,False,7
EVT022180,SHP022180,Delivered,Weather,False,220
EVT022181,SHP022181,Delayed,Customer Unavailable,True,183
EVT022182,SHP022182,Delayed,Address Issue,False,120
EVT022183,SHP022183,Delivered,None,False,274
EVT022184,SHP022184,Delivered,None,True,4
EVT022185,SHP022185,Delivered,Customer Unavailable,True,83
EVT022186,SHP022186,Delivered,Address Issue,False,19
EVT022187,SHP022187,Delivered,Customer Unavailable,False,101
EVT022188,SHP022188,Failed,Weather,False,37
EVT022189,SHP022189,Delivered,Customer Unavailable,False,251
EVT022190,SHP022190,Delivered,Weather,False,94
EVT022191,SHP022191,Delivered,None,False,96
EVT022192,SHP022192,Delivered,Address Issue,False,169
EVT022193,SHP022193,Delivered,Customer Unavailable,True,299
EVT022194,SHP022194,Delivered,None,False,75
EVT022195,SHP022195,Delivered,Weather,False,196
EVT022196,SHP022196,Delivered,Customer Unavailable,False,25
EVT022197,SHP022197,Delivered,Weather,False,196
EVT022198,SHP022198,Delivered,Traffic,False,176
EVT022199,SHP022199,Delivered,Weather,False,153
EVT022200,SHP022200,Delivered,Address Issue,False,218
EVT022201,SHP022201,Delivered,Weather,True,155
EVT022202,SHP022202,Delivered,None,False,149
EVT022203,SHP022203,Delivered,Address Issue,False,48
EVT022204,SHP022204,Delivered,None,False,117
EVT022205,SHP022205,Delivered,Customer Unavailable,False,87
EVT022206,SHP022206,Delivered,Customer Unavailable,False,266
EVT022207,SHP022207,Delayed,Weather,False,184
EVT022208,SHP022208,Failed,Customer Unavailable,False,50
EVT022209,SHP022209,Delivered,Address Issue,False,65
EVT022210,SHP022210,Delivered,Weather,True,138
EVT022211,SHP022211,Delivered,None,False,5
EVT022212,SHP022212,Delayed,Customer Unavailable,False,92
EVT022213,SHP022213,Delivered,None,True,142
EVT022214,SHP022214,Delivered,Customer Unavailable,False,143
EVT022215,SHP022215,Delivered,Address Issue,True,28
EVT022216,SHP022216,Delivered,Address Issue,True,112
EVT022217,SHP022217,Delivered,Traffic,True,233
EVT022218,SHP022218,Delivered,Address Issue,False,125
EVT022219,SHP022219,Delivered,Weather,False,130
EVT022220,SHP022220,Delivered,Address Issue,False,111
EVT022221,SHP022221,Delivered,Customer Unavailable,False,44
EVT022222,SHP022222,Delivered,Customer Unavailable,False,261
EVT022223,SHP022223,Delivered,None,False,181
EVT022224,SHP022224,Delivered,Customer Unavailable,False,58
EVT022225,SHP022225,Delayed,Weather,True,293
EVT022226,SHP022226,Delivered,Address Issue,True,126
EVT022227,SHP022227,Delivered,Address Issue,False,55
EVT022228,SHP022228,Delivered,Address Issue,False,286
EVT022229,SHP022229,Delivered,Customer Unavailable,True,119
EVT022230,SHP022230,Delivered,Weather,False,216
EVT022231,SHP022231,Delivered,None,True,129
EVT022232,SHP022232,Delivered,Weather,False,205
EVT022233,SHP022233,Delivered,Traffic,False,86
EVT022234,SHP022234,Delivered,Customer Unavailable,False,189
EVT022235,SHP022235,Delivered,Weather,False,73
EVT022236,SHP022236,Delivered,Weather,False,227
EVT022237,SHP022237,Delivered,None,False,142
EVT022238,SHP022238,Delivered,Weather,False,78
EVT022239,SHP022239,Delivered,Customer Unavailable,False,263
EVT022240,SHP022240,Delivered,Weather,False,273
EVT022241,SHP022241,Delivered,Address Issue,False,284
EVT022242,SHP022242,Delivered,Weather,False,139
EVT022243,SHP022243,Delivered,Weather,False,219
EVT022244,SHP022244,Delivered,None,False,139
EVT022245,SHP022245,Delivered,None,False,268
EVT022246,SHP022246,Delivered,None,False,98
EVT022247,SHP022247,Delivered,Customer Unavailable,False,89
EVT022248,SHP022248,Delivered,None,False,31
EVT022249,SHP022249,Delivered,Weather,False,232
EVT022250,SHP022250,Delivered,None,False,258
EVT022251,SHP022251,Delayed,Weather,False,275
EVT022252,SHP022252,Delivered,None,False,233
EVT022253,SHP022253,Delivered,None,False,276
EVT022254,SHP022254,Delivered,None,True,195
EVT022255,SHP022255,Failed,Weather,False,209
EVT022256,SHP022256,Failed,None,False,96
EVT022257,SHP022257,Delivered,Weather,False,122
EVT022258,SHP022258,Failed,None,False,49
EVT022259,SHP022259,Delivered,None,False,45
EVT022260,SHP022260,Delivered,None,False,199
EVT022261,SHP022261,Failed,None,False,146
EVT022262,SHP022262,Delivered,None,False,49
EVT022263,SHP022263,Delivered,Customer Unavailable,False,256
EVT022264,SHP022264,Delivered,Customer Unavailable,False,217
EVT022265,SHP022265,Delivered,Customer Unavailable,False,241
EVT022266,SHP022266,Delayed,None,False,49
EVT022267,SHP022267,Delivered,None,False,160
EVT022268,SHP022268,Delivered,None,False,277
EVT022269,SHP022269,Delivered,Traffic,True,286
EVT022270,SHP022270,Delivered,Customer Unavailable,False,243
EVT022271,SHP022271,Delivered,Traffic,False,88
EVT022272,SHP022272,Delivered,Customer Unavailable,False,106
EVT022273,SHP022273,Delivered,Customer Unavailable,False,35
EVT022274,SHP022274,Failed,None,False,46
EVT022275,SHP022275,Delivered,Customer Unavailable,False,161
EVT022276,SHP022276,Failed,Address Issue,True,287
EVT022277,SHP022277,Delivered,Weather,False,126
EVT022278,SHP022278,Delivered,Customer Unavailable,False,284
EVT022279,SHP022279,Delivered,Address Issue,False,247
EVT022280,SHP022280,Delivered,Address Issue,False,48
EVT022281,SHP022281,Delivered,Weather,False,89
EVT022282,SHP022282,Delivered,Customer Unavailable,False,18
EVT022283,SHP022283,Delivered,Customer Unavailable,False,286
EVT022284,SHP022284,Delivered,Weather,False,116
EVT022285,SHP022285,Delayed,Weather,True,234
EVT022286,SHP022286,Delivered,None,False,71
EVT022287,SHP022287,Delivered,None,False,60
EVT022288,SHP022288,Delivered,Weather,False,153
EVT022289,SHP022289,Delivered,Customer Unavailable,False,228
EVT022290,SHP022290,Delivered,Address Issue,False,258
EVT022291,SHP022291,Delivered,Weather,False,287
EVT022292,SHP022292,Delivered,Traffic,False,299
EVT022293,SHP022293,Delivered,Weather,False,179
EVT022294,SHP022294,Delivered,Address Issue,True,136
EVT022295,SHP022295,Delayed,Traffic,False,8
EVT022296,SHP022296,Delivered,Address Issue,False,212
EVT022297,SHP022297,Delivered,Customer Unavailable,False,265
EVT022298,SHP022298,Delivered,Weather,False,290
EVT022299,SHP022299,Delayed,Weather,False,253
EVT022300,SHP022300,Delayed,Weather,False,81
EVT022301,SHP022301,Delivered,Customer Unavailable,False,296
EVT022302,SHP022302,Delivered,Weather,False,105
EVT022303,SHP022303,Delivered,Customer Unavailable,False,297
EVT022304,SHP022304,Delivered,None,True,192
EVT022305,SHP022305,Delivered,Weather,False,12
EVT022306,SHP022306,Delivered,None,False,168
EVT022307,SHP022307,Delivered,None,False,290
EVT022308,SHP022308,Delayed,None,False,51
EVT022309,SHP022309,Delivered,Address Issue,False,260
EVT022310,SHP022310,Delivered,None,False,37
EVT022311,SHP022311,Delivered,None,False,86
EVT022312,SHP022312,Delayed,Traffic,False,172
EVT022313,SHP022313,Delivered,Customer Unavailable,True,63
EVT022314,SHP022314,Delivered,Traffic,False,242
EVT022315,SHP022315,Delivered,Customer Unavailable,False,196
EVT022316,SHP022316,Delivered,Address Issue,True,6
EVT022317,SHP022317,Delivered,Customer Unavailable,False,234
EVT022318,SHP022318,Delivered,Weather,False,212
EVT022319,SHP022319,Delivered,Traffic,False,105
EVT022320,SHP022320,Delivered,Address Issue,False,235
EVT022321,SHP022321,Delivered,Customer Unavailable,False,125
EVT022322,SHP022322,Delivered,Customer Unavailable,False,27
EVT022323,SHP022323,Delivered,Traffic,False,58
EVT022324,SHP022324,Delayed,None,True,109
EVT022325,SHP022325,Delivered,Traffic,False,18
EVT022326,SHP022326,Delayed,None,False,145
EVT022327,SHP022327,Delivered,Weather,False,66
EVT022328,SHP022328,Delivered,Address Issue,True,273
EVT022329,SHP022329,Delayed,Address Issue,False,44
EVT022330,SHP022330,Delivered,Address Issue,False,32
EVT022331,SHP022331,Delivered,Customer Unavailable,False,232
EVT022332,SHP022332,Delivered,Address Issue,False,110
EVT022333,SHP022333,Delivered,Customer Unavailable,True,152
EVT022334,SHP022334,Delivered,Weather,False,279
EVT022335,SHP022335,Delivered,None,False,26
EVT022336,SHP022336,Delivered,Traffic,True,205
EVT022337,SHP022337,Delayed,None,False,3
EVT022338,SHP022338,Delivered,None,False,158
EVT022339,SHP022339,Delivered,Weather,False,193
EVT022340,SHP022340,Delayed,Customer Unavailable,False,90
EVT022341,SHP022341,Failed,Customer Unavailable,False,132
EVT022342,SHP022342,Delivered,Customer Unavailable,False,71
EVT022343,SHP022343,Delivered,Customer Unavailable,False,72
EVT022344,SHP022344,Delayed,None,True,172
EVT022345,SHP022345,Delivered,None,False,32
EVT022346,SHP022346,Delivered,Customer Unavailable,False,32
EVT022347,SHP022347,Delivered,None,False,177
EVT022348,SHP022348,Delivered,Customer Unavailable,False,140
EVT022349,SHP022349,Delivered,Traffic,False,131
EVT022350,SHP022350,Delayed,Traffic,True,147
EVT022351,SHP022351,Delivered,None,False,282
EVT022352,SHP022352,Delivered,None,False,12
EVT022353,SHP022353,Delivered,Address Issue,True,289
EVT022354,SHP022354,Delayed,Customer Unavailable,False,53
EVT022355,SHP022355,Delivered,Address Issue,False,126
EVT022356,SHP022356,Delivered,Address Issue,False,120
EVT022357,SHP022357,Delivered,Weather,False,212
EVT022358,SHP022358,Delayed,None,True,233
EVT022359,SHP022359,Delivered,Address Issue,True,84
EVT022360,SHP022360,Delivered,Customer Unavailable,False,160
EVT022361,SHP022361,Delivered,Customer Unavailable,True,65
EVT022362,SHP022362,Delivered,None,False,148
EVT022363,SHP022363,Delayed,Customer Unavailable,False,216
EVT022364,SHP022364,Delivered,Customer Unavailable,False,172
EVT022365,SHP022365,Delivered,None,False,213
EVT022366,SHP022366,Delivered,Address Issue,False,227
EVT022367,SHP022367,Delayed,Address Issue,False,93
EVT022368,SHP022368,Delayed,None,False,272
EVT022369,SHP022369,Delivered,None,False,47
EVT022370,SHP022370,Delayed,Customer Unavailable,False,233
EVT022371,SHP022371,Delivered,Traffic,False,195
EVT022372,SHP022372,Delivered,None,True,246
EVT022373,SHP022373,Delayed,Address Issue,True,150
EVT022374,SHP022374,Delivered,None,False,112
EVT022375,SHP022375,Failed,Customer Unavailable,False,154
EVT022376,SHP022376,Delivered,Weather,False,240
EVT022377,SHP022377,Delivered,Weather,True,73
EVT022378,SHP022378,Delivered,None,False,208
EVT022379,SHP022379,Delivered,Customer Unavailable,True,101
EVT022380,SHP022380,Failed,None,False,203
EVT022381,SHP022381,Delivered,Traffic,False,51
EVT022382,SHP022382,Delivered,Weather,False,100
EVT022383,SHP022383,Delivered,Weather,False,221
EVT022384,SHP022384,Delayed,Address Issue,False,224
EVT022385,SHP022385,Delivered,Customer Unavailable,False,265
EVT022386,SHP022386,Delivered,None,False,99
EVT022387,SHP022387,Delivered,Customer Unavailable,False,253
EVT022388,SHP022388,Delivered,None,False,178
EVT022389,SHP022389,Delivered,Weather,False,54
EVT022390,SHP022390,Delayed,Customer Unavailable,False,257
EVT022391,SHP022391,Delivered,Weather,False,106
EVT022392,SHP022392,Delivered,Address Issue,False,136
EVT022393,SHP022393,Delivered,Address Issue,False,152
EVT022394,SHP022394,Delivered,Customer Unavailable,False,47
EVT022395,SHP022395,Delivered,Address Issue,False,288
EVT022396,SHP022396,Failed,Traffic,False,61
EVT022397,SHP022397,Delayed,Weather,True,79
EVT022398,SHP022398,Delivered,Address Issue,True,131
EVT022399,SHP022399,Delivered,Weather,False,22
EVT022400,SHP022400,Delivered,Weather,False,35
EVT022401,SHP022401,Delivered,Address Issue,False,84
EVT022402,SHP022402,Delivered,Traffic,False,147
EVT022403,SHP022403,Delivered,None,False,76
EVT022404,SHP022404,Delivered,Customer Unavailable,False,205
EVT022405,SHP022405,Delivered,Weather,False,184
EVT022406,SHP022406,Delivered,Customer Unavailable,False,60
EVT022407,SHP022407,Delivered,Customer Unavailable,False,223
EVT022408,SHP022408,Delivered,Weather,True,218
EVT022409,SHP022409,Delivered,Customer Unavailable,False,105
EVT022410,SHP022410,Delayed,Address Issue,False,179
EVT022411,SHP022411,Failed,Address Issue,False,96
EVT022412,SHP022412,Failed,Traffic,False,148
EVT022413,SHP022413,Delivered,None,False,283
EVT022414,SHP022414,Delivered,Address Issue,False,278
EVT022415,SHP022415,Delivered,Address Issue,False,47
EVT022416,SHP022416,Delayed,None,True,118
EVT022417,SHP022417,Failed,None,True,188
EVT022418,SHP022418,Failed,Weather,True,50
EVT022419,SHP022419,Delivered,Address Issue,False,193
EVT022420,SHP022420,Delivered,Weather,False,37
EVT022421,SHP022421,Delivered,Customer Unavailable,False,294
EVT022422,SHP022422,Delayed,None,False,46
EVT022423,SHP022423,Delivered,Customer Unavailable,False,276
EVT022424,SHP022424,Delivered,None,False,75
EVT022425,SHP022425,Failed,None,False,27
EVT022426,SHP022426,Delayed,Customer Unavailable,False,93
EVT022427,SHP022427,Delivered,Weather,False,206
EVT022428,SHP022428,Delivered,None,False,211
EVT022429,SHP022429,Delayed,Address Issue,False,229
EVT022430,SHP022430,Delivered,Address Issue,False,14
EVT022431,SHP022431,Delivered,None,False,208
EVT022432,SHP022432,Delayed,Address Issue,False,149
EVT022433,SHP022433,Delivered,None,True,170
EVT022434,SHP022434,Delivered,Weather,False,254
EVT022435,SHP022435,Delivered,None,False,228
EVT022436,SHP022436,Delivered,None,False,181
EVT022437,SHP022437,Delivered,None,True,179
EVT022438,SHP022438,Delivered,Customer Unavailable,True,201
EVT022439,SHP022439,Delivered,Address Issue,False,224
EVT022440,SHP022440,Delivered,Address Issue,False,131
EVT022441,SHP022441,Delayed,Weather,False,114
EVT022442,SHP022442,Delivered,None,True,32
EVT022443,SHP022443,Delivered,Address Issue,False,146
EVT022444,SHP022444,Delivered,None,False,200
EVT022445,SHP022445,Delivered,None,False,103
EVT022446,SHP022446,Delivered,Customer Unavailable,False,139
EVT022447,SHP022447,Delivered,None,False,245
EVT022448,SHP022448,Failed,None,False,125
EVT022449,SHP022449,Delivered,None,True,89
EVT022450,SHP022450,Delivered,Weather,False,7
EVT022451,SHP022451,Delivered,Address Issue,False,226
EVT022452,SHP022452,Delivered,None,False,112
EVT022453,SHP022453,Delivered,None,True,57
EVT022454,SHP022454,Delayed,Traffic,False,273
EVT022455,SHP022455,Delivered,Weather,False,23
EVT022456,SHP022456,Delivered,Customer Unavailable,False,80
EVT022457,SHP022457,Delayed,Traffic,False,72
EVT022458,SHP022458,Delayed,Address Issue,False,54
EVT022459,SHP022459,Delayed,Address Issue,True,147
EVT022460,SHP022460,Delivered,Customer Unavailable,False,95
EVT022461,SHP022461,Delivered,Traffic,False,59
EVT022462,SHP022462,Failed,Weather,True,171
EVT022463,SHP022463,Delivered,Customer Unavailable,False,249
EVT022464,SHP022464,Delivered,Customer Unavailable,False,23
EVT022465,SHP022465,Delivered,Traffic,False,50
EVT022466,SHP022466,Delivered,None,False,101
EVT022467,SHP022467,Delivered,None,False,18
EVT022468,SHP022468,Delivered,Customer Unavailable,False,147
EVT022469,SHP022469,Delivered,Weather,False,261
EVT022470,SHP022470,Delayed,Traffic,False,266
EVT022471,SHP022471,Delivered,Weather,False,27
EVT022472,SHP022472,Delivered,None,False,207
EVT022473,SHP022473,Delivered,None,True,217
EVT022474,SHP022474,Delivered,None,False,0
EVT022475,SHP022475,Delivered,None,False,105
EVT022476,SHP022476,Delivered,Customer Unavailable,False,133
EVT022477,SHP022477,Delivered,None,False,120
EVT022478,SHP022478,Failed,Customer Unavailable,False,145
EVT022479,SHP022479,Delivered,Weather,False,287
EVT022480,SHP022480,Failed,Address Issue,False,87
EVT022481,SHP022481,Delivered,None,False,286
EVT022482,SHP022482,Delayed,Customer Unavailable,False,159
EVT022483,SHP022483,Failed,Address Issue,False,287
EVT022484,SHP022484,Delivered,None,False,123
EVT022485,SHP022485,Delivered,None,False,71
EVT022486,SHP022486,Delivered,None,False,205
EVT022487,SHP022487,Delivered,Address Issue,False,131
EVT022488,SHP022488,Delivered,Weather,False,279
EVT022489,SHP022489,Delivered,Traffic,False,232
EVT022490,SHP022490,Delivered,Customer Unavailable,False,214
EVT022491,SHP022491,Delivered,None,True,71
EVT022492,SHP022492,Delivered,Traffic,False,296
EVT022493,SHP022493,Delayed,None,False,116
EVT022494,SHP022494,Delivered,None,False,58
EVT022495,SHP022495,Delivered,Customer Unavailable,False,22
EVT022496,SHP022496,Delivered,Address Issue,False,53
EVT022497,SHP022497,Delivered,Address Issue,False,164
EVT022498,SHP022498,Delivered,Customer Unavailable,False,250
EVT022499,SHP022499,Delivered,Customer Unavailable,False,267
EVT022500,SHP022500,Delivered,None,False,45
EVT022501,SHP022501,Delayed,Traffic,True,50
EVT022502,SHP022502,Failed,None,False,223
EVT022503,SHP022503,Delivered,Customer Unavailable,False,245
EVT022504,SHP022504,Failed,Address Issue,False,220
EVT022505,SHP022505,Delivered,Address Issue,False,268
EVT022506,SHP022506,Delivered,None,False,58
EVT022507,SHP022507,Delivered,None,False,132
EVT022508,SHP022508,Delivered,None,True,284
EVT022509,SHP022509,Delayed,Traffic,False,13
EVT022510,SHP022510,Delivered,Customer Unavailable,False,79
EVT022511,SHP022511,Delayed,None,False,169
EVT022512,SHP022512,Delivered,Customer Unavailable,False,99
EVT022513,SHP022513,Delivered,Traffic,False,104
EVT022514,SHP022514,Delayed,Address Issue,False,226
EVT022515,SHP022515,Delivered,Address Issue,False,120
EVT022516,SHP022516,Delivered,Customer Unavailable,False,297
EVT022517,SHP022517,Delivered,Address Issue,True,272
EVT022518,SHP022518,Failed,Customer Unavailable,True,100
EVT022519,SHP022519,Delayed,Traffic,False,182
EVT022520,SHP022520,Delivered,Address Issue,False,3
EVT022521,SHP022521,Delivered,Address Issue,False,273
EVT022522,SHP022522,Delayed,None,False,298
EVT022523,SHP022523,Delivered,None,True,155
EVT022524,SHP022524,Delayed,Weather,False,284
EVT022525,SHP022525,Delivered,None,True,228
EVT022526,SHP022526,Delivered,Customer Unavailable,False,245
EVT022527,SHP022527,Delivered,None,False,137
EVT022528,SHP022528,Delivered,Address Issue,False,24
EVT022529,SHP022529,Delivered,Address Issue,False,168
EVT022530,SHP022530,Delivered,Customer Unavailable,False,226
EVT022531,SHP022531,Delivered,Address Issue,False,59
EVT022532,SHP022532,Delivered,None,False,142
EVT022533,SHP022533,Delivered,Address Issue,False,121
EVT022534,SHP022534,Failed,Weather,False,110
EVT022535,SHP022535,Delivered,Traffic,False,64
EVT022536,SHP022536,Delivered,Address Issue,False,249
EVT022537,SHP022537,Failed,Customer Unavailable,False,147
EVT022538,SHP022538,Failed,Customer Unavailable,False,199
EVT022539,SHP022539,Delayed,Address Issue,False,178
EVT022540,SHP022540,Delivered,None,True,32
EVT022541,SHP022541,Delayed,Customer Unavailable,False,4
EVT022542,SHP022542,Delivered,Customer Unavailable,False,194
EVT022543,SHP022543,Delivered,None,False,40
EVT022544,SHP022544,Failed,Weather,False,191
EVT022545,SHP022545,Failed,None,False,248
EVT022546,SHP022546,Delivered,None,False,109
EVT022547,SHP022547,Delayed,None,False,142
EVT022548,SHP022548,Delivered,Customer Unavailable,False,214
EVT022549,SHP022549,Delayed,Address Issue,False,252
EVT022550,SHP022550,Delivered,Weather,False,254
EVT022551,SHP022551,Delivered,Traffic,False,288
EVT022552,SHP022552,Delivered,Customer Unavailable,False,222
EVT022553,SHP022553,Delivered,None,False,281
EVT022554,SHP022554,Delivered,Weather,False,26
EVT022555,SHP022555,Delivered,None,False,191
EVT022556,SHP022556,Delivered,None,False,7
EVT022557,SHP022557,Delivered,Address Issue,False,9
EVT022558,SHP022558,Delivered,None,True,204
EVT022559,SHP022559,Delayed,Address Issue,False,222
EVT022560,SHP022560,Delivered,Weather,False,124
EVT022561,SHP022561,Delivered,Weather,False,155
EVT022562,SHP022562,Delivered,Address Issue,False,197
EVT022563,SHP022563,Delivered,Customer Unavailable,False,228
EVT022564,SHP022564,Delivered,Customer Unavailable,False,298
EVT022565,SHP022565,Delivered,Address Issue,True,263
EVT022566,SHP022566,Delivered,Address Issue,False,98
EVT022567,SHP022567,Delivered,None,False,241
EVT022568,SHP022568,Delivered,Traffic,False,274
EVT022569,SHP022569,Delivered,Address Issue,True,140
EVT022570,SHP022570,Delivered,None,False,201
EVT022571,SHP022571,Delivered,Address Issue,False,112
EVT022572,SHP022572,Delivered,None,True,109
EVT022573,SHP022573,Delivered,None,False,211
EVT022574,SHP022574,Delivered,Customer Unavailable,False,289
EVT022575,SHP022575,Delivered,Customer Unavailable,False,280
EVT022576,SHP022576,Failed,Address Issue,False,151
EVT022577,SHP022577,Delivered,Traffic,False,0
EVT022578,SHP022578,Delivered,None,False,91
EVT022579,SHP022579,Delivered,Address Issue,False,264
EVT022580,SHP022580,Failed,None,False,231
EVT022581,SHP022581,Delivered,None,False,180
EVT022582,SHP022582,Delivered,None,False,105
EVT022583,SHP022583,Failed,Weather,False,250
EVT022584,SHP022584,Delivered,Customer Unavailable,False,54
EVT022585,SHP022585,Delivered,None,False,37
EVT022586,SHP022586,Delivered,None,False,61
EVT022587,SHP022587,Delayed,Traffic,True,188
EVT022588,SHP022588,Delivered,Traffic,False,227
EVT022589,SHP022589,Delayed,Address Issue,False,193
EVT022590,SHP022590,Delivered,Weather,False,238
EVT022591,SHP022591,Delivered,Traffic,False,210
EVT022592,SHP022592,Delayed,Address Issue,False,117
EVT022593,SHP022593,Delivered,Customer Unavailable,False,289
EVT022594,SHP022594,Delivered,Weather,False,140
EVT022595,SHP022595,Delivered,Address Issue,False,42
EVT022596,SHP022596,Delivered,Customer Unavailable,False,247
EVT022597,SHP022597,Delivered,Address Issue,False,44
EVT022598,SHP022598,Delivered,None,False,123
EVT022599,SHP022599,Delivered,None,True,196
EVT022600,SHP022600,Delivered,Weather,False,236
EVT022601,SHP022601,Delivered,Customer Unavailable,False,210
EVT022602,SHP022602,Failed,None,False,96
EVT022603,SHP022603,Delivered,Customer Unavailable,False,30
EVT022604,SHP022604,Delivered,None,False,1
EVT022605,SHP022605,Delivered,None,False,68
EVT022606,SHP022606,Delivered,None,False,277
EVT022607,SHP022607,Delivered,None,True,171
EVT022608,SHP022608,Delivered,None,False,233
EVT022609,SHP022609,Delivered,None,False,14
EVT022610,SHP022610,Delivered,Weather,False,223
EVT022611,SHP022611,Delivered,Customer Unavailable,False,166
