weather_event_id,city,rainfall_mm,weather_severity,weather_impact_factor
WTH018417,Pune,0.37,Medium,31
WTH018418,Mumbai,1.87,Medium,8
WTH018419,Kolkata,0.36,Low,10
WTH018420,Ahmedabad,0.17,Low,58
WTH018421,Kolkata,0.34,Low,46
WTH018422,Mumbai,0.07,Low,15
WTH018423,Mumbai,4.07,Low,5
WTH018424,Ahmedabad,2.81,Low,25
WTH018425,Chennai,4.56,Low,16
WTH018426,Mumbai,2.93,High,73
WTH018427,Pune,0.67,Low,18
WTH018428,Kolkata,0.05,Low,34
WTH018429,Bangalore,5.48,Medium,29
WTH018430,Bangalore,2.58,Low,25
WTH018431,Pune,8.91,Low,25
WTH018432,Bangalore,2.87,Low,38
WTH018433,Ahmedabad,3.46,Low,55
WTH018434,Ahmedabad,0.17,Low,43
WTH018435,Ahmedabad,1.16,Medium,38
WTH018436,Kolkata,0.07,Low,25
WTH018437,Ahmedabad,2.96,Low,9
WTH018438,Chennai,0.8,Low,12
WTH018439,Chennai,1.0,Medium,18
WTH018440,Chennai,2.74,Low,9
WTH018441,Chennai,10.08,Low,55
WTH018442,Delhi,1.11,Medium,58
WTH018443,Hyderabad,2.73,Low,49
WTH018444,Hyderabad,2.61,High,98
WTH018445,Chennai,3.67,Low,46
WTH018446,Bangalore,3.29,Low,35
WTH018447,Hyderabad,1.33,Medium,27
WTH018448,Ahmedabad,0.0,Low,14
WTH018449,Pune,4.04,Low,21
WTH018450,Chennai,7.03,Low,27
WTH018451,Bangalore,0.49,Medium,21
WTH018452,Chennai,2.7,Medium,26
WTH018453,Ahmedabad,6.07,Low,30
WTH018454,Hyderabad,7.9,Low,47
WTH018455,Hyderabad,0.03,Low,50
WTH018456,Bangalore,0.7,Low,40
WTH018457,Pune,2.45,Low,9
WTH018458,Kolkata,2.43,Low,26
WTH018459,Pune,0.43,Low,6
WTH018460,Chennai,0.96,Medium,32
WTH018461,Bangalore,6.16,High,88
WTH018462,Kolkata,0.97,Low,22
WTH018463,Pune,1.74,Low,12
WTH018464,Ahmedabad,4.39,High,60
WTH018465,Pune,0.82,Low,15
WTH018466,Mumbai,4.08,Low,56
WTH018467,Delhi,0.29,Medium,42
WTH018468,Ahmedabad,1.76,High,88
WTH018469,Pune,8.67,Low,15
WTH018470,Hyderabad,0.81,Low,55
WTH018471,Delhi,5.79,High,93
WTH018472,Delhi,2.5,Low,53
WTH018473,Chennai,0.37,Medium,17
WTH018474,Pune,1.67,Low,57
WTH018475,Pune,6.45,Medium,15
WTH018476,Hyderabad,0.56,High,85
WTH018477,Kolkata,2.92,Medium,8
WTH018478,Hyderabad,0.22,Low,16
WTH018479,Delhi,0.32,Low,27
WTH018480,Hyderabad,0.61,Low,5
WTH018481,Chennai,0.14,Medium,22
WTH018482,Ahmedabad,1.57,Low,55
WTH018483,Ahmedabad,5.96,Low,49
WTH018484,Kolkata,1.87,Low,13
WTH018485,Bangalore,0.12,Low,34
WTH018486,Kolkata,2.3,Medium,36
WTH018487,Mumbai,1.48,Low,27
WTH018488,Mumbai,3.26,Medium,49
WTH018489,Pune,0.4,Medium,30
WTH018490,Bangalore,3.59,High,98
WTH018491,Delhi,1.69,Medium,37
WTH018492,Pune,3.29,Low,48
WTH018493,Kolkata,2.97,Low,37
WTH018494,Delhi,0.24,Low,52
WTH018495,Bangalore,3.12,Low,35
WTH018496,Mumbai,0.35,Medium,56
WTH018497,Ahmedabad,5.31,Low,23
WTH018498,Chennai,0.68,Medium,51
WTH018499,Mumbai,3.18,Low,56
WTH018500,Mumbai,10.58,Low,37
WTH018501,Kolkata,2.62,Low,29
WTH018502,Delhi,19.46,Medium,12
WTH018503,Pune,2.6,Medium,32
WTH018504,Pune,0.96,Medium,27
WTH018505,Pune,1.8,Low,14
WTH018506,Mumbai,2.98,Low,33
WTH018507,Bangalore,9.79,Medium,24
WTH018508,Mumbai,4.09,Low,28
WTH018509,Bangalore,2.71,Medium,43
WTH018510,Mumbai,0.6,Low,50
WTH018511,Delhi,4.94,Low,14
WTH018512,Delhi,0.23,Low,51
WTH018513,Bangalore,1.62,Low,56
WTH018514,Mumbai,1.01,Low,14
WTH018515,Hyderabad,5.1,Low,6
WTH018516,Ahmedabad,5.43,Low,53
WTH018517,Hyderabad,1.19,Low,56
WTH018518,Mumbai,0.97,High,95
WTH018519,Chennai,5.52,Low,13
WTH018520,Delhi,0.38,Medium,31
WTH018521,Ahmedabad,0.01,Medium,31
WTH018522,Kolkata,0.99,High,86
WTH018523,Kolkata,2.07,Low,38
WTH018524,Pune,2.42,Low,31
WTH018525,Mumbai,2.32,Low,6
WTH018526,Kolkata,8.07,Low,42
WTH018527,Hyderabad,0.48,Low,9
WTH018528,Mumbai,0.81,Low,58
WTH018529,Bangalore,6.52,Low,58
WTH018530,Delhi,2.54,Low,50
WTH018531,Kolkata,5.46,High,91
WTH018532,Bangalore,9.12,High,86
WTH018533,Delhi,1.58,Medium,49
WTH018534,Pune,10.01,Medium,24
WTH018535,Bangalore,5.73,Low,34
WTH018536,Delhi,1.45,Low,21
WTH018537,Hyderabad,2.21,High,66
WTH018538,Bangalore,0.95,High,95
WTH018539,Pune,3.47,Medium,33
WTH018540,Bangalore,5.91,Medium,12
WTH018541,Delhi,0.82,Low,9
WTH018542,Ahmedabad,4.97,Low,41
WTH018543,Kolkata,5.35,Low,18
WTH018544,Mumbai,2.4,Low,16
WTH018545,Pune,0.52,Low,33
WTH018546,Mumbai,1.4,Medium,46
WTH018547,Kolkata,7.11,Low,38
WTH018548,Kolkata,1.24,Medium,18
WTH018549,Kolkata,0.46,Low,22
WTH018550,Kolkata,2.95,High,83
WTH018551,Ahmedabad,2.21,Low,11
WTH018552,Ahmedabad,5.76,Low,41
WTH018553,Kolkata,0.76,Low,38
WTH018554,Bangalore,3.48,Medium,53
WTH018555,Hyderabad,7.84,Low,23
WTH018556,Bangalore,2.74,Low,18
WTH018557,Ahmedabad,0.21,Low,9
WTH018558,Ahmedabad,0.45,Low,7
WTH018559,Mumbai,0.85,Low,43
WTH018560,Ahmedabad,2.6,Low,13
WTH018561,Delhi,3.08,Medium,28
WTH018562,Delhi,1.31,Low,24
WTH018563,Hyderabad,0.18,Low,32
WTH018564,Delhi,0.44,Low,19
WTH018565,Delhi,2.54,Low,34
WTH018566,Chennai,3.33,Low,34
WTH018567,Mumbai,0.25,Low,22
WTH018568,Ahmedabad,0.69,Medium,28
WTH018569,Hyderabad,5.53,High,84
WTH018570,Pune,5.95,Low,10
WTH018571,Bangalore,1.14,Low,55
WTH018572,Mumbai,1.68,Low,19
WTH018573,Pune,7.99,Low,27
WTH018574,Bangalore,8.26,Low,36
WTH018575,Ahmedabad,1.97,Low,26
WTH018576,Mumbai,0.91,Low,20
WTH018577,Ahmedabad,0.38,Low,15
WTH018578,Pune,1.66,High,87
WTH018579,Bangalore,0.05,Low,30
WTH018580,Chennai,5.99,Medium,25
WTH018581,Chennai,2.83,Low,26
WTH018582,Bangalore,0.55,Low,57
WTH018583,Bangalore,0.42,Medium,59
WTH018584,Kolkata,1.55,Low,39
WTH018585,Mumbai,0.55,Low,35
WTH018586,Hyderabad,1.96,Low,27
WTH018587,Bangalore,8.11,High,88
WTH018588,Chennai,5.15,Low,39
WTH018589,Delhi,1.57,Low,36
WTH018590,Kolkata,0.26,Low,43
WTH018591,Bangalore,4.39,Low,11
WTH018592,Bangalore,1.17,Low,26
WTH018593,Pune,2.21,Low,7
WTH018594,Ahmedabad,1.64,Low,40
WTH018595,Bangalore,1.0,Low,22
WTH018596,Chennai,10.1,Low,48
WTH018597,Bangalore,3.45,Low,54
WTH018598,Bangalore,3.55,Low,39
WTH018599,Pune,3.0,High,65
WTH018600,Mumbai,0.78,Low,52
WTH018601,Delhi,2.31,Low,6
WTH018602,Pune,7.31,Low,50
WTH018603,Kolkata,12.86,Low,15
WTH018604,Bangalore,3.51,Medium,45
WTH018605,Chennai,1.36,Medium,26
WTH018606,Delhi,2.65,Low,12
WTH018607,Mumbai,0.92,High,68
WTH018608,Pune,3.19,High,84
WTH018609,Hyderabad,0.98,Low,27
WTH018610,Mumbai,3.53,Medium,10
WTH018611,Delhi,1.73,Medium,45
WTH018612,Delhi,0.1,Low,14
WTH018613,Pune,1.39,Low,34
WTH018614,Pune,0.57,Low,41
WTH018615,Ahmedabad,1.1,Medium,12
WTH018616,Ahmedabad,5.76,Low,30
WTH018617,Pune,3.75,Low,45
WTH018618,Pune,1.74,Low,23
WTH018619,Hyderabad,0.87,Medium,46
WTH018620,Delhi,1.2,Medium,51
WTH018621,Delhi,1.01,Low,15
WTH018622,Bangalore,1.04,Low,21
WTH018623,Pune,3.15,Low,49
WTH018624,Hyderabad,3.25,Medium,16
WTH018625,Delhi,0.19,Low,54
WTH018626,Pune,3.79,Low,13
WTH018627,Pune,0.87,Low,52
WTH018628,Mumbai,0.16,High,66
WTH018629,Delhi,0.65,Low,24
WTH018630,Hyderabad,2.4,Low,41
WTH018631,Bangalore,0.33,High,65
WTH018632,Ahmedabad,2.55,Low,20
WTH018633,Delhi,5.38,Medium,51
WTH018634,Kolkata,1.7,Low,18
WTH018635,Mumbai,3.5,Medium,59
WTH018636,Kolkata,3.0,Low,31
WTH018637,Pune,2.02,Low,13
WTH018638,Chennai,4.94,Medium,48
WTH018639,Bangalore,1.88,Low,26
WTH018640,Pune,4.3,Low,11
WTH018641,Mumbai,4.31,Low,58
WTH018642,Hyderabad,0.84,Low,15
WTH018643,Hyderabad,4.32,Low,32
WTH018644,Delhi,1.26,Medium,6
WTH018645,Bangalore,2.7,High,76
WTH018646,Chennai,2.08,Low,34
WTH018647,Mumbai,0.74,High,87
WTH018648,Pune,0.22,Low,5
WTH018649,Delhi,2.66,High,77
WTH018650,Kolkata,2.24,Low,27
WTH018651,Pune,0.35,Medium,47
WTH018652,Chennai,4.56,Low,10
WTH018653,Ahmedabad,0.89,Medium,31
WTH018654,Bangalore,2.94,Low,18
WTH018655,Bangalore,3.2,Low,56
WTH018656,Pune,3.66,Low,17
WTH018657,Hyderabad,0.05,Low,10
WTH018658,Pune,1.07,High,73
WTH018659,Kolkata,5.21,Low,46
WTH018660,Ahmedabad,3.98,Low,49
WTH018661,Chennai,2.89,Low,11
WTH018662,Bangalore,0.05,Low,44
WTH018663,Bangalore,8.78,Low,45
WTH018664,Bangalore,2.68,Medium,34
WTH018665,Delhi,0.29,Low,9
WTH018666,Pune,1.77,Low,37
WTH018667,Kolkata,6.45,Low,36
WTH018668,Bangalore,1.14,Low,19
WTH018669,Delhi,5.3,Low,51
WTH018670,Pune,0.31,Low,8
WTH018671,Chennai,1.11,High,83
WTH018672,Ahmedabad,6.59,High,82
WTH018673,Kolkata,0.51,Low,22
WTH018674,Ahmedabad,0.04,Low,6
WTH018675,Kolkata,2.44,Medium,37
WTH018676,Kolkata,6.33,Medium,50
WTH018677,Pune,6.38,Low,46
WTH018678,Delhi,2.25,Low,51
WTH018679,Bangalore,7.7,Medium,35
WTH018680,Ahmedabad,0.2,Low,55
WTH018681,Kolkata,2.67,Low,26
WTH018682,Hyderabad,0.33,Low,31
WTH018683,Bangalore,4.69,Low,35
WTH018684,Bangalore,2.12,High,65
WTH018685,Pune,1.03,High,61
WTH018686,Bangalore,5.21,Low,15
WTH018687,Pune,3.14,Low,10
WTH018688,Kolkata,0.01,Low,54
WTH018689,Ahmedabad,5.6,Low,25
WTH018690,Chennai,0.4,Low,52
WTH018691,Hyderabad,2.73,Medium,51
WTH018692,Bangalore,1.19,Low,17
WTH018693,Delhi,3.06,Medium,25
WTH018694,Kolkata,4.17,Medium,53
WTH018695,Pune,3.74,High,84
WTH018696,Mumbai,0.07,Low,42
WTH018697,Chennai,5.08,Low,27
WTH018698,Hyderabad,0.5,High,60
WTH018699,Kolkata,7.19,Low,42
WTH018700,Chennai,6.46,Low,15
WTH018701,Chennai,9.53,Low,34
WTH018702,Ahmedabad,20.9,Low,56
WTH018703,Pune,0.55,Low,14
WTH018704,Bangalore,1.26,Low,41
WTH018705,Delhi,1.45,Medium,5
WTH018706,Delhi,2.26,Low,48
WTH018707,Ahmedabad,6.77,Low,9
WTH018708,Pune,3.88,Low,13
WTH018709,Bangalore,2.63,High,73
WTH018710,Bangalore,4.18,Low,25
WTH018711,Hyderabad,2.7,Low,26
WTH018712,Mumbai,2.03,Medium,27
WTH018713,Pune,0.73,Low,50
WTH018714,Ahmedabad,0.69,Medium,53
WTH018715,Hyderabad,3.62,Low,25
WTH018716,Mumbai,0.65,Low,48
WTH018717,Mumbai,2.9,Low,20
WTH018718,Ahmedabad,0.48,Low,55
WTH018719,Chennai,3.05,Low,41
WTH018720,Hyderabad,2.52,Low,9
WTH018721,Ahmedabad,1.46,Medium,24
WTH018722,Hyderabad,0.22,Low,12
WTH018723,Chennai,6.83,Low,47
WTH018724,Pune,0.14,Medium,56
WTH018725,Delhi,0.79,Medium,14
WTH018726,Pune,1.4,Low,51
WTH018727,Chennai,1.28,High,81
WTH018728,Hyderabad,1.38,Low,6
WTH018729,Ahmedabad,2.33,Medium,18
WTH018730,Chennai,3.87,Low,44
WTH018731,Bangalore,0.49,Low,45
WTH018732,Kolkata,2.17,Low,11
WTH018733,Bangalore,0.34,Medium,11
WTH018734,Ahmedabad,0.82,Medium,18
WTH018735,Mumbai,0.76,High,62
WTH018736,Ahmedabad,1.51,High,89
WTH018737,Delhi,0.14,Medium,27
WTH018738,Ahmedabad,2.02,Low,36
WTH018739,Bangalore,3.35,Low,37
WTH018740,Bangalore,0.17,Low,40
WTH018741,Ahmedabad,3.6,Low,13
WTH018742,Hyderabad,3.5,Low,9
WTH018743,Pune,1.94,Low,20
WTH018744,Hyderabad,8.11,High,97
WTH018745,Hyderabad,0.07,Low,35
WTH018746,Kolkata,9.12,Medium,26
WTH018747,Mumbai,2.84,Low,42
WTH018748,Mumbai,1.71,Medium,52
WTH018749,Bangalore,0.33,Low,36
WTH018750,Delhi,6.15,Low,29
WTH018751,Mumbai,0.53,Medium,21
WTH018752,Pune,0.44,Low,43
WTH018753,Pune,5.27,Low,19
WTH018754,Hyderabad,0.58,Low,25
WTH018755,Kolkata,6.53,Low,25
WTH018756,Kolkata,2.22,Low,28
WTH018757,Chennai,2.02,Low,22
WTH018758,Bangalore,4.06,Low,8
WTH018759,Chennai,0.16,Low,43
WTH018760,Mumbai,4.57,Medium,9
WTH018761,Kolkata,0.81,Low,59
WTH018762,Kolkata,0.39,Medium,41
WTH018763,Delhi,0.43,Medium,50
WTH018764,Mumbai,5.38,Low,40
WTH018765,Delhi,0.13,Low,46
WTH018766,Ahmedabad,3.61,Medium,41
WTH018767,Hyderabad,0.7,Low,35
WTH018768,Chennai,2.88,Low,49
WTH018769,Delhi,3.18,Medium,21
WTH018770,Chennai,5.9,Low,7
WTH018771,Hyderabad,6.36,Low,18
WTH018772,Pune,1.44,Low,43
WTH018773,Ahmedabad,0.65,Medium,15
WTH018774,Kolkata,2.87,Medium,18
WTH018775,Delhi,4.97,Low,19
WTH018776,Pune,11.44,Low,23
WTH018777,Hyderabad,0.05,Low,29
WTH018778,Pune,0.24,Low,36
WTH018779,Ahmedabad,1.31,Low,33
WTH018780,Mumbai,0.37,Medium,42
WTH018781,Mumbai,5.28,Low,26
WTH018782,Mumbai,15.52,Low,27
WTH018783,Mumbai,5.53,Medium,32
WTH018784,Bangalore,4.24,Low,9
WTH018785,Pune,0.77,Low,29
WTH018786,Chennai,6.54,Low,39
WTH018787,Mumbai,6.8,Low,52
WTH018788,Ahmedabad,0.01,Low,44
WTH018789,Hyderabad,6.26,Low,50
WTH018790,Kolkata,2.16,Low,49
WTH018791,Delhi,0.79,Low,10
WTH018792,Hyderabad,5.65,Low,51
WTH018793,Hyderabad,4.34,Low,12
WTH018794,Kolkata,0.5,Low,25
WTH018795,Chennai,10.94,Low,19
WTH018796,Delhi,2.23,Low,28
WTH018797,Hyderabad,1.58,Low,25
WTH018798,Bangalore,0.76,Low,25
WTH018799,Hyderabad,0.74,High,64
WTH018800,Pune,0.9,Medium,59
WTH018801,Chennai,2.85,Low,19
WTH018802,Delhi,0.24,Low,51
WTH018803,Bangalore,2.27,Low,19
WTH018804,Bangalore,3.2,Low,57
WTH018805,Chennai,0.69,Low,10
WTH018806,Bangalore,0.12,Low,9
WTH018807,Kolkata,1.88,Low,5
WTH018808,Mumbai,5.17,Low,46
WTH018809,Mumbai,0.32,Low,35
WTH018810,Kolkata,5.06,Medium,40
WTH018811,Chennai,1.55,Low,39
WTH018812,Pune,3.12,Low,13
WTH018813,Bangalore,5.84,Low,46
WTH018814,Delhi,0.53,Low,9
WTH018815,Delhi,0.03,Low,7
WTH018816,Chennai,3.21,Low,13
WTH018817,Bangalore,0.53,Low,34
WTH018818,Delhi,1.32,Low,14
WTH018819,Hyderabad,6.25,Low,34
WTH018820,Kolkata,0.8,High,80
WTH018821,Bangalore,9.12,Low,41
WTH018822,Pune,2.75,Low,57
WTH018823,Chennai,3.56,Low,55
WTH018824,Delhi,11.24,Low,29
WTH018825,Chennai,0.91,Low,45
WTH018826,Mumbai,12.45,Medium,55
WTH018827,Hyderabad,7.38,Low,14
WTH018828,Chennai,4.89,Low,22
WTH018829,Chennai,5.25,Low,9
WTH018830,Pune,1.42,Medium,5
WTH018831,Chennai,6.11,Low,25
WTH018832,Pune,0.55,High,71
WTH018833,Ahmedabad,1.1,Low,6
WTH018834,Hyderabad,2.27,Low,48
WTH018835,Ahmedabad,4.94,High,64
WTH018836,Ahmedabad,9.04,Low,52
WTH018837,Mumbai,3.7,Low,31
WTH018838,Bangalore,6.23,Medium,22
WTH018839,Hyderabad,4.63,Low,50
WTH018840,Kolkata,1.4,Medium,30
WTH018841,Delhi,1.1,Medium,41
WTH018842,Bangalore,0.04,Low,55
WTH018843,Bangalore,0.65,Low,11
WTH018844,Chennai,1.65,Low,5
WTH018845,Ahmedabad,0.46,Medium,10
WTH018846,Kolkata,4.66,Medium,19
WTH018847,Hyderabad,2.92,Low,21
WTH018848,Hyderabad,0.15,Medium,7
WTH018849,Kolkata,1.87,High,65
WTH018850,Pune,0.48,High,91
WTH018851,Bangalore,8.94,Low,8
WTH018852,Hyderabad,4.63,Medium,55
WTH018853,Pune,1.67,Low,19
WTH018854,Ahmedabad,7.66,Low,12
WTH018855,Mumbai,1.47,Low,33
WTH018856,Ahmedabad,11.04,Low,8
WTH018857,Ahmedabad,2.87,Medium,29
WTH018858,Kolkata,0.24,Medium,26
WTH018859,Pune,8.03,Low,40
WTH018860,Chennai,3.17,Low,54
WTH018861,Ahmedabad,10.16,Medium,38
WTH018862,Pune,3.39,Medium,14
WTH018863,Pune,10.01,Low,35
WTH018864,Bangalore,0.02,Low,7
WTH018865,Hyderabad,0.05,Medium,44
WTH018866,Chennai,1.09,Medium,24
WTH018867,Pune,7.48,Low,19
WTH018868,Pune,3.13,High,76
WTH018869,Bangalore,9.77,Low,48
WTH018870,Mumbai,1.39,Low,39
WTH018871,Hyderabad,1.73,Medium,23
WTH018872,Ahmedabad,3.45,Low,27
WTH018873,Bangalore,0.43,Low,6
WTH018874,Mumbai,0.32,Low,57
WTH018875,Ahmedabad,1.98,Low,56
WTH018876,Kolkata,0.83,Medium,36
WTH018877,Mumbai,0.45,Low,47
WTH018878,Delhi,0.03,Low,13
WTH018879,Hyderabad,0.69,Low,24
WTH018880,Mumbai,13.61,Low,39
WTH018881,Mumbai,1.25,Low,30
WTH018882,Ahmedabad,0.37,Low,30
WTH018883,Chennai,7.87,Low,14
WTH018884,Chennai,2.88,Low,36
WTH018885,Kolkata,1.3,Medium,15
WTH018886,Pune,6.02,Low,15
WTH018887,Pune,0.11,Low,47
WTH018888,Pune,2.01,High,97
WTH018889,Pune,3.96,Low,39
WTH018890,Hyderabad,3.51,Low,38
WTH018891,Bangalore,7.08,Low,22
WTH018892,Chennai,1.49,Low,29
WTH018893,Pune,7.29,High,81
WTH018894,Bangalore,6.26,Medium,56
WTH018895,Hyderabad,0.31,Medium,28
WTH018896,Chennai,1.34,Low,17
WTH018897,Ahmedabad,0.55,Low,7
WTH018898,Bangalore,8.99,Low,44
WTH018899,Delhi,0.09,Low,6
WTH018900,Ahmedabad,0.71,Low,36
WTH018901,Mumbai,2.38,Low,41
WTH018902,Mumbai,4.18,Low,42
WTH018903,Pune,2.94,Low,11
WTH018904,Delhi,1.98,Medium,52
WTH018905,Kolkata,7.15,Medium,45
WTH018906,Kolkata,0.83,Low,46
WTH018907,Delhi,1.17,Low,30
WTH018908,Chennai,1.81,High,90
WTH018909,Chennai,1.94,Low,45
WTH018910,Ahmedabad,0.46,Low,6
WTH018911,Ahmedabad,3.32,Medium,21
WTH018912,Chennai,2.79,Low,51
WTH018913,Kolkata,1.86,Medium,47
WTH018914,Delhi,0.58,High,77
WTH018915,Ahmedabad,1.87,Low,32
WTH018916,Pune,2.69,High,72
WTH018917,Chennai,17.37,Low,12
WTH018918,Chennai,6.72,Low,58
WTH018919,Kolkata,0.62,Low,11
WTH018920,Chennai,3.22,Low,10
WTH018921,Mumbai,3.28,Low,36
WTH018922,Bangalore,0.27,Medium,24
WTH018923,Kolkata,1.77,Low,47
WTH018924,Chennai,3.19,Medium,35
WTH018925,Bangalore,7.13,Medium,26
WTH018926,Hyderabad,0.57,Low,13
WTH018927,Chennai,3.48,Low,43
WTH018928,Delhi,7.2,Medium,8
WTH018929,Chennai,9.11,Low,59
WTH018930,Kolkata,1.95,Low,52
WTH018931,Kolkata,2.67,Medium,28
WTH018932,Pune,0.99,Medium,46
WTH018933,Pune,2.03,Low,48
WTH018934,Bangalore,10.61,Medium,10
WTH018935,Kolkata,9.85,Low,16
WTH018936,Chennai,2.78,Medium,29
WTH018937,Bangalore,4.81,Medium,36
WTH018938,Bangalore,1.88,Low,53
WTH018939,Delhi,4.15,Low,15
WTH018940,Delhi,5.71,Medium,28
WTH018941,Chennai,0.63,Medium,11
WTH018942,Bangalore,7.14,Low,16
WTH018943,Ahmedabad,2.98,Low,17
WTH018944,Chennai,3.13,Low,32
WTH018945,Mumbai,4.76,Low,42
WTH018946,Pune,4.44,Low,37
WTH018947,Kolkata,2.99,Low,9
WTH018948,Ahmedabad,4.5,Low,21
WTH018949,Pune,0.73,Low,13
WTH018950,Ahmedabad,1.08,Low,13
WTH018951,Hyderabad,3.82,Low,9
WTH018952,Hyderabad,0.06,Low,43
WTH018953,Bangalore,0.45,Medium,36
WTH018954,Kolkata,21.75,Medium,59
WTH018955,Mumbai,5.29,Low,14
WTH018956,Hyderabad,5.89,Medium,41
WTH018957,Bangalore,4.44,Low,28
WTH018958,Kolkata,1.4,Low,12
WTH018959,Bangalore,4.26,Low,56
WTH018960,Bangalore,0.83,Medium,58
WTH018961,Chennai,7.45,Low,53
WTH018962,Mumbai,4.54,High,87
WTH018963,Kolkata,4.42,Low,13
WTH018964,Hyderabad,6.81,Low,55
WTH018965,Pune,2.73,Low,28
WTH018966,Kolkata,0.61,Low,5
WTH018967,Delhi,1.9,Medium,36
WTH018968,Chennai,1.67,Low,36
WTH018969,Hyderabad,11.2,Low,42
WTH018970,Pune,4.29,High,73
WTH018971,Kolkata,4.39,High,91
WTH018972,Hyderabad,3.77,Low,14
WTH018973,Mumbai,5.08,Medium,57
WTH018974,Mumbai,7.9,Medium,32
WTH018975,Mumbai,0.34,Low,25
WTH018976,Hyderabad,2.79,Medium,44
WTH018977,Chennai,3.72,Medium,39
WTH018978,Chennai,0.78,Medium,35
WTH018979,Delhi,7.56,High,70
WTH018980,Chennai,14.23,High,89
WTH018981,Hyderabad,11.8,Low,31
WTH018982,Mumbai,3.96,Low,39
WTH018983,Chennai,0.11,Medium,22
WTH018984,Hyderabad,3.55,Medium,44
WTH018985,Pune,1.37,Low,11
WTH018986,Kolkata,5.69,Low,9
WTH018987,Kolkata,0.74,Low,37
WTH018988,Chennai,0.07,Low,38
WTH018989,Kolkata,3.36,High,87
WTH018990,Delhi,1.72,High,78
WTH018991,Hyderabad,9.14,Low,55
WTH018992,Bangalore,8.06,Low,7
WTH018993,Bangalore,6.59,Low,7
WTH018994,Delhi,3.05,Medium,13
WTH018995,Hyderabad,0.58,Medium,38
WTH018996,Chennai,2.16,Medium,43
WTH018997,Ahmedabad,3.12,Low,57
WTH018998,Ahmedabad,1.3,Low,40
WTH018999,Kolkata,9.0,Low,15
WTH019000,Pune,2.23,Medium,24
WTH019001,Kolkata,9.45,Low,44
WTH019002,Pune,0.46,High,61
WTH019003,Bangalore,1.9,Low,50
WTH019004,Chennai,4.19,Medium,50
WTH019005,Pune,2.77,Medium,15
WTH019006,Mumbai,0.75,High,75
WTH019007,Mumbai,0.94,Low,25
WTH019008,Bangalore,2.49,Low,12
WTH019009,Delhi,5.18,High,62
WTH019010,Bangalore,1.23,Low,28
WTH019011,Chennai,3.03,Medium,55
WTH019012,Hyderabad,1.13,Medium,19
WTH019013,Chennai,6.44,High,78
WTH019014,Kolkata,3.38,Low,9
WTH019015,Kolkata,4.57,Low,50
WTH019016,Bangalore,4.32,High,75
WTH019017,Hyderabad,2.99,Low,18
WTH019018,Bangalore,3.81,Low,18
WTH019019,Chennai,2.03,Low,41
WTH019020,Bangalore,1.95,Medium,40
WTH019021,Ahmedabad,2.07,Medium,47
WTH019022,Pune,6.18,Low,58
WTH019023,Kolkata,0.42,Medium,29
WTH019024,Delhi,0.5,High,95
WTH019025,Bangalore,2.78,Low,57
WTH019026,Bangalore,1.04,Low,50
WTH019027,Hyderabad,10.01,High,86
WTH019028,Pune,0.74,Low,30
WTH019029,Ahmedabad,2.02,Low,38
WTH019030,Kolkata,1.12,Low,29
WTH019031,Pune,0.19,Medium,44
WTH019032,Hyderabad,2.31,Low,38
WTH019033,Pune,8.44,Low,23
WTH019034,Chennai,1.36,Medium,23
WTH019035,Mumbai,1.32,Low,58
WTH019036,Bangalore,1.39,Low,9
WTH019037,Hyderabad,1.14,Low,26
WTH019038,Pune,14.5,Medium,21
WTH019039,Hyderabad,7.04,Medium,24
WTH019040,Bangalore,2.81,Low,17
WTH019041,Kolkata,3.47,Low,11
WTH019042,Delhi,1.17,Low,30
WTH019043,Hyderabad,2.0,High,90
WTH019044,Chennai,2.63,Low,12
WTH019045,Mumbai,2.06,Low,24
WTH019046,Mumbai,8.13,High,94
WTH019047,Kolkata,3.61,Medium,26
WTH019048,Chennai,1.26,Low,21
WTH019049,Delhi,0.99,Low,9
WTH019050,Mumbai,3.65,Low,11
WTH019051,Ahmedabad,0.11,Low,56
WTH019052,Bangalore,11.46,Low,21
WTH019053,Mumbai,1.1,Low,51
WTH019054,Chennai,2.2,Low,38
WTH019055,Hyderabad,2.18,Low,14
WTH019056,Hyderabad,4.75,Low,27
WTH019057,Hyderabad,5.73,Low,31
WTH019058,Delhi,1.89,Medium,27
WTH019059,Kolkata,0.77,Low,51
WTH019060,Delhi,1.02,High,97
WTH019061,Delhi,2.06,Low,20
WTH019062,Ahmedabad,1.56,Low,55
WTH019063,Pune,4.57,Low,47
WTH019064,Chennai,8.96,Medium,49
WTH019065,Mumbai,2.09,Low,8
WTH019066,Bangalore,0.22,Low,36
WTH019067,Chennai,4.33,Medium,38
WTH019068,Kolkata,1.53,Low,33
WTH019069,Hyderabad,10.48,Low,44
WTH019070,Ahmedabad,6.15,High,85
WTH019071,Delhi,0.05,Low,38
WTH019072,Kolkata,0.19,High,66
WTH019073,Kolkata,3.34,High,84
WTH019074,Mumbai,2.32,Low,50
WTH019075,Bangalore,1.81,Medium,42
WTH019076,Pune,2.16,High,63
WTH019077,Mumbai,0.12,Low,20
WTH019078,Bangalore,1.84,Low,54
WTH019079,Ahmedabad,1.58,Low,7
WTH019080,Pune,8.32,Low,10
WTH019081,Chennai,3.77,Low,15
WTH019082,Pune,10.43,Low,50
