resource_id,resource_type,vehicle_type,max_load_kg,emission_factor_gkm,area_familiarity_score,historical_success_rate
RES032449,Rider,Truck,385.7,346.41,97,0.92
RES032450,Vehicle,Van,394.61,207.19,45,0.72
RES032451,Vehicle,Van,591.79,347.67,89,0.81
RES032452,Rider,Truck,385.06,97.71,62,0.87
RES032453,Rider,Bike,501.15,136.74,73,0.97
RES032454,Rider,Truck,962.56,138.19,58,0.81
RES032455,Rider,Bike,437.86,318.52,89,0.75
RES032456,Vehicle,Truck,443.27,125.75,33,0.98
RES032457,Rider,Truck,462.84,313.36,96,0.92
RES032458,Rider,Bike,677.67,267.83,73,0.71
RES032459,Vehicle,Truck,812.1,121.02,75,0.9
RES032460,Rider,Bike,219.5,175.48,97,0.71
RES032461,Rider,Truck,549.19,146.4,95,0.71
RES032462,Rider,Truck,173.57,110.78,58,0.95
RES032463,Rider,Bike,417.12,279.57,30,0.85
RES032464,Rider,Truck,633.31,160.33,41,0.76
RES032465,Rider,Truck,745.15,98.02,39,0.74
RES032466,Rider,Bike,281.87,63.25,80,0.94
RES032467,Rider,Bike,945.95,139.62,31,0.75
RES032468,Rider,Truck,237.59,90.38,81,0.74
RES032469,Rider,Truck,915.48,286.77,98,0.87
RES032470,Rider,Van,274.5,60.19,68,0.83
RES032471,Rider,Truck,858.78,111.54,33,0.73
RES032472,Vehicle,Bike,8.4,161.8,33,0.76
RES032473,Rider,Bike,44.32,222.74,65,0.8
RES032474,Vehicle,Truck,132.0,127.3,90,0.88
RES032475,Vehicle,Truck,918.78,209.85,66,0.78
RES032476,Rider,Bike,673.7,235.18,51,0.81
RES032477,Vehicle,Truck,778.18,90.72,96,0.94
RES032478,Vehicle,Van,619.62,69.82,79,0.93
RES032479,Vehicle,Bike,557.35,281.09,79,0.83
RES032480,Rider,Truck,280.17,71.97,87,0.79
RES032481,Rider,Truck,105.48,168.29,97,0.91
RES032482,Rider,Truck,676.24,246.51,51,0.88
RES032483,Rider,Truck,976.67,191.13,87,0.89
RES032484,Vehicle,Truck,834.05,257.85,42,0.96
RES032485,Rider,Truck,614.18,114.39,65,0.9
RES032486,Rider,Van,662.53,140.38,72,0.81
RES032487,Rider,Bike,718.5,221.49,64,0.96
RES032488,Rider,Bike,702.64,283.53,79,0.77
RES032489,Rider,Truck,131.92,116.13,94,0.92
RES032490,Vehicle,Bike,155.1,285.7,43,0.92
RES032491,Vehicle,Van,638.0,205.72,39,0.84
RES032492,Vehicle,Bike,996.33,258.55,96,0.94
RES032493,Rider,Bike,81.14,214.56,41,0.81
RES032494,Rider,Bike,253.53,310.41,88,0.94
RES032495,Vehicle,Truck,94.11,221.69,90,0.76
RES032496,Rider,Van,857.03,139.05,49,0.77
RES032497,Vehicle,Van,410.69,283.72,77,0.8
RES032498,Rider,Bike,492.62,76.96,57,0.86
RES032499,Vehicle,Truck,467.87,144.41,97,0.96
RES032500,Rider,Truck,240.43,282.09,96,0.8
RES032501,Rider,Bike,334.92,75.76,66,0.75
RES032502,Rider,Van,778.61,83.08,93,0.78
RES032503,Vehicle,Bike,408.22,297.62,44,0.8
RES032504,Vehicle,Truck,238.93,304.16,65,0.76
RES032505,Rider,Van,459.99,208.44,41,0.86
RES032506,Vehicle,Truck,175.11,310.41,92,0.75
RES032507,Rider,Truck,377.64,194.55,95,0.77
RES032508,Vehicle,Truck,30.36,345.19,34,0.84
RES032509,Rider,Van,27.63,100.22,56,0.83
RES032510,Vehicle,Truck,572.53,223.42,58,0.78
RES032511,Rider,Bike,734.0,245.14,36,0.94
RES032512,Rider,Bike,211.96,75.38,45,0.87
RES032513,Vehicle,Bike,179.24,299.74,47,0.81
RES032514,Vehicle,Truck,845.85,182.13,84,0.94
RES032515,Rider,Van,774.73,255.02,41,0.81
RES032516,Vehicle,Truck,577.4,276.95,62,0.78
RES032517,Vehicle,Bike,401.84,163.28,49,0.88
RES032518,Vehicle,Bike,386.37,230.69,99,0.76
RES032519,Rider,Bike,364.99,151.26,92,0.96
RES032520,Vehicle,Truck,213.61,203.34,86,0.95
RES032521,Rider,Truck,763.15,347.23,88,0.79
RES032522,Rider,Truck,588.04,70.76,53,0.77
RES032523,Vehicle,Van,747.48,109.27,83,0.7
RES032524,Vehicle,Bike,389.45,266.91,40,0.93
RES032525,Vehicle,Van,120.62,184.49,30,0.77
RES032526,Rider,Van,411.74,76.01,58,0.8
RES032527,Rider,Truck,108.2,271.45,76,0.88
RES032528,Rider,Van,749.53,156.87,72,0.76
RES032529,Vehicle,Van,945.79,133.03,87,0.93
RES032530,Rider,Truck,987.36,300.24,40,0.86
RES032531,Rider,Van,819.8,163.68,88,0.97
RES032532,Vehicle,Van,994.48,85.08,46,0.71
RES032533,Vehicle,Van,281.4,244.59,49,0.87
RES032534,Vehicle,Bike,319.95,298.52,87,0.96
RES032535,Rider,Truck,88.72,297.84,86,0.91
RES032536,Vehicle,Bike,209.38,241.73,69,0.72
RES032537,Rider,Van,984.2,284.17,40,0.89
RES032538,Rider,Van,137.58,234.05,42,0.83
RES032539,Rider,Truck,996.14,144.42,84,0.78
RES032540,Rider,Van,69.83,224.04,77,0.71
RES032541,Vehicle,Van,520.56,130.12,84,0.89
RES032542,Vehicle,Bike,471.95,86.61,98,0.97
RES032543,Vehicle,Truck,727.03,176.88,97,0.73
RES032544,Vehicle,Bike,413.62,243.31,67,0.79
RES032545,Rider,Truck,784.05,265.62,87,0.95
RES032546,Rider,Bike,597.21,267.17,50,0.72
RES032547,Rider,Truck,478.7,147.39,31,0.8
RES032548,Vehicle,Truck,317.99,313.57,53,0.97
RES032549,Rider,Truck,106.51,62.18,49,0.75
RES032550,Vehicle,Bike,473.37,325.92,46,0.75
RES032551,Vehicle,Van,807.75,156.73,57,0.89
RES032552,Vehicle,Van,870.69,73.14,96,0.74
RES032553,Rider,Truck,768.71,119.73,38,0.71
RES032554,Rider,Truck,664.11,149.94,51,0.79
RES032555,Vehicle,Bike,360.94,127.09,61,0.79
RES032556,Rider,Van,119.24,345.9,98,0.97
RES032557,Rider,Truck,805.48,240.84,43,0.94
RES032558,Vehicle,Bike,122.77,264.89,50,0.88
RES032559,Vehicle,Truck,40.63,276.53,82,0.73
RES032560,Vehicle,Truck,924.33,228.39,97,0.94
RES032561,Rider,Bike,262.65,222.12,36,0.74
RES032562,Rider,Van,462.93,167.01,53,0.84
RES032563,Vehicle,Bike,370.38,311.59,90,0.72
RES032564,Rider,Bike,701.24,201.32,99,0.7
RES032565,Rider,Truck,241.47,335.52,58,0.76
RES032566,Rider,Bike,747.73,347.29,55,0.74
RES032567,Vehicle,Bike,866.86,271.55,66,0.94
RES032568,Rider,Van,513.09,257.56,59,0.94
RES032569,Rider,Bike,26.6,198.3,89,0.76
RES032570,Rider,Van,476.66,330.74,93,0.88
RES032571,Vehicle,Van,626.36,282.26,60,0.9
RES032572,Vehicle,Van,623.39,155.02,95,0.94
RES032573,Vehicle,Bike,373.99,113.4,88,0.76
RES032574,Vehicle,Truck,462.3,345.77,82,0.75
RES032575,Vehicle,Truck,23.95,76.66,36,0.9
RES032576,Vehicle,Van,131.84,332.36,49,0.89
RES032577,Vehicle,Van,391.86,297.16,71,0.84
RES032578,Rider,Truck,144.29,208.65,55,0.93
RES032579,Rider,Bike,284.84,236.54,64,0.85
RES032580,Vehicle,Bike,913.92,246.96,71,0.88
RES032581,Rider,Bike,405.22,133.28,72,0.92
RES032582,Vehicle,Truck,214.53,302.95,68,0.76
RES032583,Rider,Van,580.65,77.98,91,0.74
RES032584,Vehicle,Bike,490.39,85.25,87,0.85
RES032585,Vehicle,Van,726.57,234.97,68,0.75
RES032586,Vehicle,Truck,282.93,161.04,64,0.9
RES032587,Rider,Bike,814.14,332.82,38,0.78
RES032588,Rider,Bike,879.34,333.91,70,0.81
RES032589,Vehicle,Truck,49.29,262.68,92,0.98
RES032590,Vehicle,Van,55.53,167.4,75,0.78
RES032591,Vehicle,Bike,390.08,311.0,69,0.84
RES032592,Rider,Van,966.01,168.29,96,0.75
RES032593,Vehicle,Bike,304.27,221.11,55,0.83
RES032594,Vehicle,Truck,809.88,284.37,86,0.93
RES032595,Rider,Bike,241.99,231.55,38,0.93
RES032596,Rider,Van,28.03,319.59,54,0.85
RES032597,Vehicle,Bike,394.14,106.98,39,0.89
RES032598,Vehicle,Van,251.04,324.87,99,0.8
RES032599,Vehicle,Bike,633.07,281.94,51,0.92
RES032600,Vehicle,Van,357.45,137.54,65,0.75
RES032601,Vehicle,Truck,408.62,319.3,46,0.76
RES032602,Rider,Van,829.27,258.68,57,0.97
RES032603,Vehicle,Truck,913.74,179.02,79,0.77
RES032604,Rider,Truck,470.08,252.39,59,0.85
RES032605,Rider,Bike,222.14,94.55,73,0.93
RES032606,Vehicle,Truck,105.68,163.1,37,0.87
RES032607,Vehicle,Truck,170.01,251.98,97,0.79
RES032608,Rider,Bike,72.33,118.53,66,0.7
RES032609,Vehicle,Van,686.54,97.8,34,0.88
RES032610,Vehicle,Bike,620.91,213.75,61,0.9
RES032611,Vehicle,Bike,597.91,143.02,40,0.77
RES032612,Rider,Van,961.54,71.89,48,0.75
RES032613,Rider,Bike,911.86,160.88,39,0.81
RES032614,Vehicle,Truck,793.39,123.7,76,0.74
RES032615,Rider,Van,978.58,224.99,33,0.92
RES032616,Rider,Bike,408.12,177.04,86,0.75
RES032617,Rider,Van,75.6,159.96,73,0.84
RES032618,Rider,Truck,190.27,316.97,49,0.89
RES032619,Vehicle,Bike,284.6,108.77,77,0.9
RES032620,Rider,Bike,917.32,342.58,37,0.74
RES032621,Rider,Van,667.12,329.0,75,0.78
RES032622,Rider,Truck,530.41,322.92,59,0.79
RES032623,Vehicle,Truck,841.91,314.51,30,0.81
RES032624,Rider,Truck,964.06,143.97,57,0.94
RES032625,Vehicle,Van,6.38,205.27,79,0.83
RES032626,Vehicle,Van,429.54,67.32,68,0.81
RES032627,Vehicle,Bike,871.46,165.91,97,0.87
RES032628,Rider,Truck,34.28,160.54,52,0.77
RES032629,Vehicle,Van,966.1,221.31,94,0.76
RES032630,Rider,Van,990.5,243.05,87,0.94
RES032631,Rider,Van,668.96,302.61,95,0.76
RES032632,Rider,Bike,414.96,73.05,62,0.9
RES032633,Vehicle,Bike,502.12,130.88,56,0.97
RES032634,Rider,Van,134.51,230.14,48,0.79
RES032635,Rider,Bike,20.32,110.56,93,0.94
RES032636,Rider,Van,474.35,86.31,61,0.83
RES032637,Rider,Van,929.97,235.23,89,0.77
RES032638,Vehicle,Van,796.52,73.8,66,0.78
RES032639,Rider,Truck,124.9,271.88,41,0.83
RES032640,Rider,Bike,299.78,313.12,46,0.92
RES032641,Vehicle,Bike,607.13,300.53,56,0.76
RES032642,Vehicle,Bike,747.93,339.16,55,0.7
RES032643,Vehicle,Truck,828.45,187.33,97,0.84
RES032644,Rider,Bike,191.01,199.6,38,0.97
RES032645,Rider,Truck,183.0,252.28,66,0.86
RES032646,Rider,Van,507.77,164.3,88,0.97
RES032647,Rider,Bike,333.17,290.32,57,0.84
RES032648,Vehicle,Truck,275.53,118.52,47,0.83
RES032649,Vehicle,Bike,130.31,297.23,87,0.81
RES032650,Rider,Truck,343.42,119.31,56,0.77
RES032651,Vehicle,Van,976.61,154.77,35,0.96
RES032652,Rider,Van,189.8,340.17,92,0.87
RES032653,Vehicle,Bike,403.24,208.52,88,0.87
RES032654,Rider,Truck,829.61,269.45,91,0.75
RES032655,Rider,Van,863.62,138.07,53,0.71
RES032656,Rider,Truck,552.11,269.95,55,0.73
RES032657,Rider,Bike,286.23,226.43,59,0.75
RES032658,Vehicle,Van,800.62,340.23,85,0.83
RES032659,Rider,Truck,354.12,254.23,85,0.75
RES032660,Rider,Truck,765.57,76.22,93,0.74
RES032661,Vehicle,Bike,650.34,335.27,62,0.84
RES032662,Rider,Truck,410.9,224.03,71,0.71
RES032663,Rider,Van,138.67,329.38,68,0.76
RES032664,Vehicle,Van,831.61,346.98,38,0.82
RES032665,Rider,Van,814.72,328.9,88,0.91
RES032666,Vehicle,Van,34.31,149.93,78,0.75
RES032667,Rider,Bike,621.89,256.17,50,0.92
RES032668,Vehicle,Bike,334.63,99.54,68,0.76
RES032669,Vehicle,Van,80.6,225.05,71,0.8
RES032670,Vehicle,Bike,974.24,146.54,97,0.89
RES032671,Vehicle,Truck,365.78,169.23,37,0.96
RES032672,Rider,Bike,470.28,273.34,65,0.74
RES032673,Rider,Bike,665.3,96.18,92,0.91
RES032674,Rider,Van,192.93,257.05,85,0.91
RES032675,Rider,Van,159.92,285.99,96,0.82
RES032676,Vehicle,Truck,144.28,115.5,57,0.86
RES032677,Vehicle,Truck,764.58,327.37,63,0.78
RES032678,Rider,Bike,316.05,66.26,59,0.75
RES032679,Vehicle,Bike,864.49,119.23,89,0.96
RES032680,Rider,Truck,18.11,329.84,46,0.97
RES032681,Rider,Truck,834.66,155.95,82,0.97
RES032682,Vehicle,Truck,971.16,177.06,97,0.96
RES032683,Rider,Truck,42.63,313.41,67,0.94
RES032684,Rider,Truck,92.56,272.23,92,0.93
RES032685,Rider,Bike,675.24,112.48,93,0.83
RES032686,Rider,Van,365.63,297.03,71,0.77
RES032687,Vehicle,Van,39.2,292.87,99,0.9
RES032688,Rider,Bike,238.08,270.15,38,0.93
RES032689,Rider,Bike,692.13,335.05,60,0.73
RES032690,Rider,Bike,930.96,269.79,90,0.79
RES032691,Rider,Truck,962.34,115.21,64,0.89
RES032692,Rider,Van,165.88,205.6,96,0.91
RES032693,Vehicle,Truck,710.87,269.7,33,0.91
RES032694,Rider,Bike,940.76,72.16,35,0.94
RES032695,Vehicle,Bike,810.9,299.33,74,0.84
RES032696,Rider,Van,838.93,207.12,75,0.78
RES032697,Vehicle,Bike,588.95,260.56,98,0.92
RES032698,Rider,Bike,886.45,272.52,54,0.82
RES032699,Vehicle,Truck,565.87,175.28,80,0.74
RES032700,Vehicle,Truck,165.99,188.11,90,0.74
RES032701,Vehicle,Van,402.71,340.53,59,0.94
RES032702,Vehicle,Bike,825.52,232.57,74,0.79
RES032703,Vehicle,Truck,443.99,192.77,40,0.88
RES032704,Rider,Truck,541.65,266.09,95,0.71
RES032705,Rider,Van,324.2,252.08,59,0.92
RES032706,Rider,Truck,312.59,266.16,33,0.98
RES032707,Rider,Bike,476.31,64.89,53,0.76
RES032708,Rider,Bike,582.16,236.54,79,0.93
RES032709,Rider,Van,211.87,178.03,46,0.73
RES032710,Rider,Van,983.24,334.02,86,0.73
RES032711,Vehicle,Van,925.54,85.16,51,0.9
RES032712,Vehicle,Van,327.46,152.06,96,0.75
RES032713,Vehicle,Bike,553.32,111.35,35,0.76
RES032714,Rider,Bike,290.52,146.74,52,0.85
RES032715,Rider,Bike,46.52,102.4,34,0.85
RES032716,Vehicle,Van,753.04,158.43,94,0.74
RES032717,Vehicle,Van,329.11,269.9,91,0.95
RES032718,Rider,Truck,23.82,113.1,58,0.76
RES032719,Vehicle,Truck,851.67,325.47,31,0.85
RES032720,Vehicle,Bike,323.8,252.55,50,0.8
RES032721,Rider,Truck,976.35,123.17,50,0.95
RES032722,Rider,Van,107.91,77.78,34,0.95
RES032723,Rider,Truck,457.44,106.38,48,0.81
RES032724,Vehicle,Truck,38.11,207.35,87,0.8
RES032725,Vehicle,Truck,745.24,103.42,91,0.73
RES032726,Rider,Van,280.64,120.59,44,0.78
RES032727,Vehicle,Truck,217.83,197.16,67,0.71
RES032728,Rider,Truck,598.73,106.41,54,0.96
RES032729,Rider,Truck,908.88,229.01,89,0.91
RES032730,Rider,Truck,236.48,141.75,75,0.78
RES032731,Vehicle,Bike,967.34,108.3,65,0.78
RES032732,Rider,Truck,345.83,318.89,45,0.76
RES032733,Vehicle,Bike,180.27,74.6,95,0.93
RES032734,Vehicle,Truck,73.73,211.31,41,0.74
RES032735,Rider,Van,136.5,286.37,50,0.9
RES032736,Vehicle,Truck,722.13,238.48,38,0.82
RES032737,Rider,Van,685.16,102.95,64,0.95
RES032738,Rider,Bike,344.45,65.32,56,0.88
RES032739,Vehicle,Bike,356.64,134.95,78,0.91
RES032740,Vehicle,Truck,630.39,227.87,76,0.73
RES032741,Vehicle,Truck,611.06,147.54,56,0.92
RES032742,Rider,Bike,582.86,282.48,57,0.97
RES032743,Vehicle,Van,181.94,315.7,31,0.73
RES032744,Vehicle,Truck,680.42,259.55,40,0.89
RES032745,Rider,Bike,522.56,241.39,82,0.79
RES032746,Vehicle,Bike,262.67,104.56,59,0.9
RES032747,Rider,Bike,915.75,267.14,72,0.97
RES032748,Rider,Truck,145.74,133.23,75,0.82
RES032749,Rider,Bike,839.78,248.82,93,0.81
RES032750,Rider,Bike,820.9,120.98,58,0.74
RES032751,Vehicle,Truck,541.47,279.08,81,0.84
RES032752,Vehicle,Bike,834.04,255.77,31,0.86
RES032753,Rider,Bike,608.56,235.3,87,0.7
RES032754,Rider,Bike,664.89,312.94,50,0.98
RES032755,Vehicle,Truck,341.0,159.21,98,0.92
RES032756,Rider,Bike,549.13,84.0,79,0.72
RES032757,Rider,Van,501.02,347.47,75,0.91
RES032758,Rider,Truck,421.96,265.8,43,0.93
RES032759,Vehicle,Truck,579.39,97.17,70,0.94
RES032760,Vehicle,Truck,563.99,93.87,99,0.94
RES032761,Rider,Bike,535.18,349.12,91,0.84
RES032762,Vehicle,Truck,73.0,210.29,40,0.7
RES032763,Rider,Truck,558.53,102.29,48,0.72
RES032764,Vehicle,Van,407.96,251.29,37,0.9
RES032765,Rider,Truck,104.06,204.99,57,0.88
RES032766,Vehicle,Truck,575.35,123.33,61,0.93
RES032767,Rider,Truck,143.26,102.6,53,0.76
RES032768,Rider,Bike,184.79,274.72,81,0.81
RES032769,Vehicle,Truck,464.3,146.25,78,0.82
RES032770,Vehicle,Van,548.57,142.47,35,0.97
RES032771,Rider,Bike,295.04,169.49,45,0.78
RES032772,Vehicle,Van,341.06,134.07,86,0.97
RES032773,Rider,Bike,154.4,337.61,50,0.71
RES032774,Vehicle,Truck,211.47,260.9,62,0.75
RES032775,Vehicle,Truck,113.73,148.34,85,0.79
RES032776,Rider,Bike,674.79,237.47,88,0.84
RES032777,Vehicle,Truck,488.35,249.79,51,0.75
RES032778,Rider,Bike,70.5,68.38,76,0.97
RES032779,Rider,Truck,272.3,296.92,95,0.75
RES032780,Vehicle,Van,408.93,317.85,34,0.91
RES032781,Rider,Bike,514.52,327.19,51,0.79
RES032782,Vehicle,Bike,914.01,204.58,76,0.71
RES032783,Vehicle,Truck,173.86,135.24,44,0.94
RES032784,Vehicle,Bike,337.4,187.63,66,0.77
RES032785,Vehicle,Bike,744.48,90.6,87,0.97
RES032786,Rider,Van,328.43,99.44,88,0.79
RES032787,Vehicle,Bike,273.13,344.31,57,0.77
RES032788,Rider,Bike,277.66,144.87,45,0.75
RES032789,Vehicle,Van,803.71,164.54,66,0.88
RES032790,Rider,Bike,271.01,212.88,59,0.76
RES032791,Vehicle,Van,439.59,65.98,39,0.71
RES032792,Rider,Bike,897.24,249.18,90,0.82
RES032793,Vehicle,Van,83.02,199.25,48,0.93
RES032794,Vehicle,Truck,418.55,241.92,65,0.87
RES032795,Vehicle,Van,270.6,71.82,97,0.92
RES032796,Vehicle,Van,400.45,264.15,61,0.73
RES032797,Vehicle,Bike,780.42,334.21,71,0.85
RES032798,Vehicle,Van,212.09,293.82,78,0.8
RES032799,Vehicle,Truck,216.94,147.94,95,0.83
RES032800,Vehicle,Truck,629.81,66.59,73,0.79
RES032801,Rider,Truck,114.79,316.45,63,0.77
RES032802,Rider,Truck,332.62,176.51,94,0.79
RES032803,Vehicle,Van,932.37,283.38,64,0.78
RES032804,Vehicle,Bike,659.46,140.56,64,0.9
RES032805,Rider,Bike,94.11,245.8,70,0.8
RES032806,Rider,Bike,112.6,76.7,74,0.96
RES032807,Vehicle,Bike,358.57,129.53,59,0.87
RES032808,Vehicle,Van,658.45,305.85,95,0.77
RES032809,Vehicle,Bike,264.98,122.91,90,0.74
RES032810,Rider,Bike,180.75,272.23,74,0.9
RES032811,Vehicle,Truck,61.76,222.17,57,0.77
RES032812,Rider,Truck,218.0,113.46,48,0.93
RES032813,Vehicle,Van,609.68,128.42,57,0.84
RES032814,Vehicle,Van,976.19,147.11,75,0.79
RES032815,Vehicle,Van,905.79,181.88,74,0.9
RES032816,Vehicle,Truck,35.75,228.59,91,0.86
RES032817,Rider,Van,364.36,143.86,52,0.92
RES032818,Vehicle,Truck,859.24,252.03,94,0.98
RES032819,Vehicle,Van,363.88,218.33,89,0.88
RES032820,Vehicle,Van,13.74,314.5,71,0.78
RES032821,Vehicle,Truck,82.83,158.07,57,0.85
RES032822,Rider,Van,972.9,189.7,72,0.94
RES032823,Rider,Bike,827.88,264.11,36,0.7
RES032824,Vehicle,Truck,289.18,339.28,42,0.97
RES032825,Vehicle,Bike,826.91,288.85,71,0.92
RES032826,Vehicle,Van,726.15,187.43,91,0.94
RES032827,Rider,Truck,261.41,330.6,35,0.83
RES032828,Vehicle,Van,457.4,314.56,44,0.75
RES032829,Rider,Van,212.97,157.19,46,0.83
RES032830,Vehicle,Van,50.37,125.07,95,0.79
RES032831,Vehicle,Truck,537.61,307.57,84,0.84
RES032832,Rider,Truck,337.63,233.15,51,0.76
RES032833,Vehicle,Truck,539.01,302.95,44,0.73
RES032834,Rider,Bike,348.16,334.18,79,0.89
RES032835,Vehicle,Truck,515.14,321.46,94,0.91
RES032836,Vehicle,Van,523.98,66.2,72,0.88
RES032837,Vehicle,Truck,925.66,96.02,54,0.9
RES032838,Rider,Truck,20.37,131.45,71,0.82
RES032839,Vehicle,Van,912.26,289.61,65,0.75
RES032840,Rider,Bike,900.42,137.24,33,0.95
RES032841,Vehicle,Bike,757.81,270.25,68,0.94
RES032842,Vehicle,Truck,485.6,201.71,72,0.77
RES032843,Vehicle,Van,256.84,334.4,81,0.86
RES032844,Vehicle,Truck,26.88,276.23,30,0.97
RES032845,Rider,Van,553.63,230.09,43,0.79
RES032846,Vehicle,Truck,266.57,329.47,51,0.89
RES032847,Vehicle,Van,595.75,159.13,82,0.87
RES032848,Rider,Bike,440.86,261.38,89,0.92
RES032849,Rider,Van,829.64,256.62,98,0.76
RES032850,Vehicle,Van,898.99,341.49,50,0.88
RES032851,Vehicle,Bike,558.15,260.94,66,0.76
RES032852,Rider,Bike,745.68,265.09,37,0.77
RES032853,Vehicle,Truck,479.28,284.56,75,0.98
RES032854,Vehicle,Bike,820.39,102.95,82,0.89
RES032855,Vehicle,Bike,396.18,170.01,85,0.81
RES032856,Rider,Truck,704.62,139.55,85,0.73
RES032857,Vehicle,Van,156.4,245.42,60,0.83
RES032858,Vehicle,Van,577.61,314.62,49,0.8
RES032859,Rider,Bike,741.91,305.04,72,0.76
RES032860,Vehicle,Van,620.07,99.18,53,0.77
RES032861,Rider,Bike,658.02,268.96,41,0.71
RES032862,Rider,Truck,216.31,81.62,95,0.88
RES032863,Rider,Van,859.76,127.3,90,0.92
RES032864,Rider,Truck,438.17,209.56,32,0.82
RES032865,Vehicle,Truck,460.79,249.34,43,0.89
RES032866,Vehicle,Bike,872.74,108.64,37,0.79
RES032867,Rider,Bike,108.71,339.85,80,0.71
RES032868,Vehicle,Truck,882.33,183.52,79,0.91
RES032869,Rider,Van,265.28,206.35,50,0.86
RES032870,Rider,Truck,981.21,299.62,38,0.82
RES032871,Vehicle,Truck,205.05,292.43,42,0.77
RES032872,Vehicle,Van,289.4,83.23,51,0.94
RES032873,Rider,Truck,407.82,229.84,74,0.88
RES032874,Rider,Van,573.19,263.32,39,0.93
RES032875,Vehicle,Truck,503.18,229.89,64,0.86
RES032876,Vehicle,Van,502.08,78.96,59,0.98
RES032877,Vehicle,Truck,889.05,146.59,31,0.72
RES032878,Vehicle,Van,161.51,282.17,40,0.78
RES032879,Rider,Van,536.3,150.78,87,0.76
RES032880,Vehicle,Van,47.8,153.21,43,0.8
RES032881,Rider,Bike,429.51,180.61,41,0.77
RES032882,Rider,Van,231.19,261.86,55,0.8
RES032883,Rider,Bike,173.85,289.38,39,0.71
RES032884,Rider,Truck,681.65,66.73,72,0.79
RES032885,Rider,Truck,373.42,224.94,93,0.87
RES032886,Vehicle,Truck,825.45,330.93,77,0.9
RES032887,Rider,Bike,897.25,172.44,46,0.84
RES032888,Rider,Truck,68.74,287.48,49,0.88
RES032889,Vehicle,Bike,140.11,120.82,78,0.82
RES032890,Vehicle,Van,932.17,70.82,53,0.96
RES032891,Vehicle,Bike,281.65,314.92,69,0.97
RES032892,Vehicle,Van,791.84,287.46,96,0.98
RES032893,Vehicle,Bike,802.47,240.15,94,0.7
RES032894,Vehicle,Van,70.42,271.43,79,0.9
RES032895,Rider,Bike,184.03,163.93,38,0.85
RES032896,Rider,Truck,990.22,219.05,94,0.89
RES032897,Rider,Bike,399.97,145.63,69,0.9
RES032898,Vehicle,Truck,523.37,252.65,31,0.71
RES032899,Rider,Bike,973.59,84.45,46,0.76
RES032900,Rider,Van,394.29,194.26,52,0.91
RES032901,Vehicle,Van,830.15,217.34,47,0.94
RES032902,Vehicle,Van,181.26,98.73,35,0.84
RES032903,Rider,Van,174.14,244.32,79,0.98
RES032904,Rider,Bike,120.52,109.09,41,0.82
RES032905,Rider,Bike,912.81,251.42,93,0.87
RES032906,Vehicle,Van,972.52,252.42,65,0.98
RES032907,Rider,Truck,328.61,68.29,45,0.74
RES032908,Rider,Truck,740.4,122.72,37,0.71
RES032909,Vehicle,Truck,146.87,251.06,87,0.84
RES032910,Vehicle,Truck,722.06,165.48,85,0.87
RES032911,Vehicle,Bike,84.72,305.19,48,0.72
RES032912,Vehicle,Van,593.51,329.45,72,0.8
RES032913,Rider,Bike,583.07,338.73,54,0.72
RES032914,Vehicle,Truck,254.89,177.11,83,0.7
RES032915,Rider,Truck,259.96,178.77,91,0.8
RES032916,Vehicle,Bike,467.15,193.67,46,0.85
RES032917,Rider,Truck,180.3,222.45,41,0.96
RES032918,Rider,Truck,484.54,237.97,43,0.78
RES032919,Rider,Van,245.46,280.86,36,0.87
RES032920,Rider,Bike,749.93,125.54,95,0.8
RES032921,Vehicle,Bike,484.01,328.78,78,0.72
RES032922,Vehicle,Van,826.06,179.77,73,0.77
RES032923,Vehicle,Truck,352.33,195.9,82,0.97
RES032924,Vehicle,Bike,329.97,276.09,62,0.94
RES032925,Vehicle,Truck,164.16,151.93,34,0.94
RES032926,Vehicle,Van,622.16,301.3,91,0.91
RES032927,Vehicle,Van,273.97,210.25,71,0.8
RES032928,Vehicle,Truck,136.46,289.96,77,0.9
RES032929,Rider,Van,74.2,76.07,54,0.93
RES032930,Vehicle,Truck,147.62,77.62,44,0.82
RES032931,Vehicle,Truck,84.24,217.07,89,0.87
RES032932,Vehicle,Bike,208.01,266.07,85,0.91
RES032933,Vehicle,Van,244.99,78.11,62,0.78
RES032934,Vehicle,Bike,312.03,155.47,87,0.72
RES032935,Vehicle,Bike,164.33,106.12,94,0.73
RES032936,Rider,Van,585.19,171.18,71,0.78
RES032937,Rider,Bike,70.0,71.0,68,0.81
RES032938,Rider,Truck,97.12,223.49,82,0.83
RES032939,Rider,Truck,545.44,128.46,59,0.73
RES032940,Rider,Van,365.11,348.4,74,0.95
RES032941,Rider,Bike,445.13,92.2,59,0.88
RES032942,Rider,Van,560.11,103.45,86,0.93
RES032943,Vehicle,Bike,328.82,198.62,82,0.97
RES032944,Rider,Bike,132.66,196.95,88,0.76
RES032945,Vehicle,Bike,199.59,175.4,42,0.89
RES032946,Rider,Van,930.04,61.34,59,0.87
RES032947,Vehicle,Van,496.65,102.89,56,0.96
RES032948,Rider,Truck,654.85,104.12,74,0.86
RES032949,Rider,Van,319.04,343.55,34,0.72
RES032950,Rider,Bike,15.88,158.76,85,0.92
RES032951,Rider,Bike,710.94,169.85,74,0.83
